entry,name,area,mean,min,max,intden,rawintden,norm_density,genotype,clone
1,20230717_WT_DAPI_GFP_Phal_Puro_60x_001.tiff:0028-0541-1054:30,1.331e-6,2855.108,1699,4078,0.004,32371212,1.702320054797869,Wildtype,NA
2,20230717_WT_DAPI_GFP_Phal_Puro_60x_001.tiff:0028-0408-1181:30,1.257e-6,2649.168,1842,3764,0.003,28375240,1.5685673256894714,Wildtype,NA
3,20230717_WT_DAPI_GFP_Phal_Puro_60x_001.tiff:0028-0933-1089:30,9.966e-7,3325.88,1684,4781,0.003,28243375,2.0099680283372727,Wildtype,NA
4,20230717_WT_DAPI_GFP_Phal_Puro_60x_001.tiff:0028-0996-1154:30,1.053e-6,3398.063,2202,4716,0.004,30484020,2.05666201314553,Wildtype,NA
5,20230717_WT_DAPI_GFP_Phal_Puro_60x_001.tiff:0028-0745-1536:30,1.35e-6,2992.646,1747,4194,0.004,34433384,1.7930536738925649,Wildtype,NA
6,20230717_WT_DAPI_GFP_Phal_Puro_60x_001.tiff:0019-0848-1453:21,1.48e-6,3289.616,1984,5160,0.005,41478771,1.9859661101823978,Wildtype,NA
7,20230717_WT_DAPI_GFP_Phal_Puro_60x_001.tiff:0022-1001-1329:24,1.047e-6,3501.1,2166,5150,0.004,31247315,2.1251716672185483,Wildtype,NA
8,20230717_WT_DAPI_GFP_Phal_Puro_60x_001.tiff:0019-1305-1527:21,1.547e-6,4296.426,2192,5824,0.007,56626892,2.642647390176276,Wildtype,NA
9,20230717_WT_DAPI_GFP_Phal_Puro_60x_001.tiff:0034-1195-1438:36,1.195e-6,3108.922,1211,4683,0.004,31655046,1.8683334068362611,Wildtype,NA
10,20230717_WT_DAPI_GFP_Phal_Puro_60x_001.tiff:0040-1621-1146:42,1.3e-6,2681.06,1595,3930,0.003,29687375,1.5886749948246597,Wildtype,NA
11,20230717_WT_DAPI_GFP_Phal_Puro_60x_001.tiff:0052-1893-1101:54,1.368e-6,2386.237,1626,3340,0.003,27818751,1.3972085095760036,Wildtype,NA
12,20230717_WT_DAPI_GFP_Phal_Puro_60x_001.tiff:0049-1198-1651:51,9.322e-7,2899.449,1658,4164,0.003,23030326,1.731745328294545,Wildtype,NA
13,20230717_WT_DAPI_GFP_Phal_Puro_60x_001.tiff:0025-0150-1221:27,7.075e-7,2450.44,1648,3340,0.002,14771251,1.4387575575169655,Wildtype,NA
14,20230717_WT_DAPI_GFP_Phal_Puro_60x_001.tiff:0028-0168-0924:30,1.041e-6,2182.13,1303,3220,0.002,19364222,1.2644820250461597,Wildtype,NA
15,20230717_WT_DAPI_GFP_Phal_Puro_60x_001.tiff:0025-0773-1666:27,1.134e-6,3799.836,2332,5381,0.004,36717812,2.3191878994017254,Wildtype,NA
16,20230717_WT_DAPI_GFP_Phal_Puro_60x_001.tiff:0019-0433-1453:21,9.78e-7,3595.667,2344,5229,0.004,29962694,2.185808011132664,Wildtype,NA
17,20230717_WT_DAPI_GFP_Phal_Puro_60x_001.tiff:0019-0450-1612:21,1.025e-6,3466.335,2149,4987,0.004,30271502,2.1013296060238917,Wildtype,NA
18,20230717_WT_DAPI_GFP_Phal_Puro_60x_001.tiff:0019-0555-1647:21,1.171e-6,3231.643,1453,4827,0.004,32248569,1.9486959105791983,Wildtype,NA
19,20230717_WT_DAPI_GFP_Phal_Puro_60x_001.tiff:0039-1307-1375:39,1.164e-6,3272.397,1716,4678,0.004,32462180,1.9754227885146485,Wildtype,NA
1,20230717_WT_DAPI_GFP_Phal_Puro_60x_002.tiff:0022-1126-0637:24,1.69e-6,1484.867,840,2502,0.003,21380600,0.8089676896562632,Wildtype,NA
2,20230717_WT_DAPI_GFP_Phal_Puro_60x_002.tiff:0022-1247-0681:24,1.589e-6,1178.469,644,2381,0.002,15955295,0.6091528951952321,Wildtype,NA
3,20230717_WT_DAPI_GFP_Phal_Puro_60x_002.tiff:0025-1293-0508:27,1.458e-6,1533.847,785,2573,0.002,19053449,0.8408877210188132,Wildtype,NA
4,20230717_WT_DAPI_GFP_Phal_Puro_60x_002.tiff:0028-1518-0447:30,1.644e-6,1337.075,800,2508,0.002,18728408,0.7125670636038544,Wildtype,NA
5,20230717_WT_DAPI_GFP_Phal_Puro_60x_002.tiff:0028-1162-0953:30,1.584e-6,974.719,550,2304,0.002,13159678,0.4764701855391012,Wildtype,NA
6,20230717_WT_DAPI_GFP_Phal_Puro_60x_002.tiff:0028-1760-0360:30,1.302e-6,1363.29,720,2207,0.002,15124334,0.7297345484039264,Wildtype,NA
7,20230717_WT_DAPI_GFP_Phal_Puro_60x_002.tiff:0028-1882-0319:30,1.456e-6,1278.032,467,2023,0.002,15855267,0.6741092074312344,Wildtype,NA
8,20230717_WT_DAPI_GFP_Phal_Puro_60x_002.tiff:0028-1794-0538:30,1.061e-6,1124.489,601,1934,0.001,10166509,0.5740085524101369,Wildtype,NA
9,20230717_WT_DAPI_GFP_Phal_Puro_60x_002.tiff:0028-1951-0424:30,1.108e-6,1239.701,799,1926,0.001,11701534,0.6489496757654702,Wildtype,NA
10,20230717_WT_DAPI_GFP_Phal_Puro_60x_002.tiff:0028-1716-0897:30,1.233e-6,1381.03,766,2259,0.002,14513249,0.7415580403155552,Wildtype,NA
11,20230717_WT_DAPI_GFP_Phal_Puro_60x_002.tiff:0028-1867-0933:30,9.796e-7,1506.9,736,2541,0.001,12578096,0.8234201300029089,Wildtype,NA
12,20230717_WT_DAPI_GFP_Phal_Puro_60x_002.tiff:0019-1373-0654:21,1.54e-6,1165.019,634,2338,0.002,15288545,0.6004667924817894,Wildtype,NA
13,20230717_WT_DAPI_GFP_Phal_Puro_60x_002.tiff:0019-1411-0898:21,1.277e-6,889.522,460,1724,0.001,9677105,0.42059583202362066,Wildtype,NA
14,20230717_WT_DAPI_GFP_Phal_Puro_60x_002.tiff:0019-0834-1067:21,1.715e-6,1273.208,707,2392,0.002,18606657,0.671028426950451,Wildtype,NA
15,20230717_WT_DAPI_GFP_Phal_Puro_60x_002.tiff:0019-0959-0882:21,1.234e-6,1343.476,545,2821,0.002,14125306,0.7167612250109363,Wildtype,NA
16,20230717_WT_DAPI_GFP_Phal_Puro_60x_002.tiff:0022-0975-1031:24,1.592e-6,1111.258,645,2246,0.002,15069770,0.5651229978498696,Wildtype,NA
17,20230717_WT_DAPI_GFP_Phal_Puro_60x_002.tiff:0022-0950-1360:24,1.379e-6,1201.049,675,2163,0.002,14113527,0.6239672716910792,Wildtype,NA
18,20230717_WT_DAPI_GFP_Phal_Puro_60x_002.tiff:0022-0529-1242:24,1.616e-6,1294.811,814,2279,0.002,17826960,0.6849742327182533,Wildtype,NA
19,20230717_WT_DAPI_GFP_Phal_Puro_60x_002.tiff:0028-0343-1130:30,1.623e-6,1235.559,760,2170,0.002,17086539,0.6464080557516346,Wildtype,NA
20,20230717_WT_DAPI_GFP_Phal_Puro_60x_002.tiff:0025-0661-1661:27,1.113e-6,1038.6,543,1805,0.001,9845932,0.5176880329133939,Wildtype,NA
21,20230717_WT_DAPI_GFP_Phal_Puro_60x_002.tiff:0025-0661-1661:27,1.113e-6,1038.6,543,1805,0.001,9845932,0.5176880329133939,Wildtype,NA
22,20230717_WT_DAPI_GFP_Phal_Puro_60x_002.tiff:0028-0777-1533:30,9.254e-7,1102.962,612,1828,0.001,8696852,0.5599175687229788,Wildtype,NA
23,20230717_WT_DAPI_GFP_Phal_Puro_60x_002.tiff:0046-0714-1196:48,1.746e-6,924.728,581,1699,0.002,13754400,0.44353600276875293,Wildtype,NA
24,20230717_WT_DAPI_GFP_Phal_Puro_60x_002.tiff:0046-0570-0977:48,1.647e-6,1085.476,651,1948,0.002,15236831,0.5486891861290205,Wildtype,NA
25,20230717_WT_DAPI_GFP_Phal_Puro_60x_002.tiff:0046-0751-0795:48,1.324e-6,1253.41,726,2255,0.002,14135957,0.6578109439980562,Wildtype,NA
26,20230717_WT_DAPI_GFP_Phal_Puro_60x_002.tiff:0028-1491-1317:30,9.409e-7,884.372,493,1782,8.321e-4,7090013,0.4173310855009373,Wildtype,NA
27,20230717_WT_DAPI_GFP_Phal_Puro_60x_002.tiff:0028-1490-1388:30,8.367e-7,818.261,487,1964,6.846e-4,5833380,0.3741963370544713,Wildtype,NA
28,20230717_WT_DAPI_GFP_Phal_Puro_60x_002.tiff:0028-1630-1377:30,6.653e-7,894.438,543,2030,5.951e-4,5070569,0.4239242260151831,Wildtype,NA
1,20230717_WT_DAPI_GFP_Phal_Puro_60x_003.tiff:0022-0855-0799:24,1.842e-6,2333.916,1014,3645,0.004,36635475,1.3630369088626155,Wildtype,NA
2,20230717_WT_DAPI_GFP_Phal_Puro_60x_003.tiff:0022-0751-1073:24,1.439e-6,2525.819,1500,3900,0.004,30979167,1.4885297973374851,Wildtype,NA
3,20230717_WT_DAPI_GFP_Phal_Puro_60x_003.tiff:0034-0430-0805:36,1.303e-6,1643.616,1021,2525,0.002,18247425,0.912537802435973,Wildtype,NA
4,20230717_WT_DAPI_GFP_Phal_Puro_60x_003.tiff:0022-0463-1018:24,1.507e-6,2156.046,964,3427,0.003,27687946,1.2469768402462045,Wildtype,NA
5,20230717_WT_DAPI_GFP_Phal_Puro_60x_003.tiff:0028-0310-1001:30,1.584e-6,1936.352,825,3331,0.003,26134945,1.1035505188944483,Wildtype,NA
6,20230717_WT_DAPI_GFP_Phal_Puro_60x_003.tiff:0031-0451-0530:33,1.109e-6,1462.327,555,2554,0.002,13814599,0.7940830689455213,Wildtype,NA
7,20230717_WT_DAPI_GFP_Phal_Puro_60x_003.tiff:0040-0634-0589:42,1.611e-6,1539.807,1002,2479,0.002,21132318,0.8446622906849036,Wildtype,NA
8,20230717_WT_DAPI_GFP_Phal_Puro_60x_003.tiff:0047-1537-0783:48,1.634e-6,1989.854,1233,3117,0.003,27710704,1.138725171197745,Wildtype,NA
9,20230717_WT_DAPI_GFP_Phal_Puro_60x_003.tiff:0047-1658-0835:48,1.509e-6,1921.02,1119,3250,0.003,24700480,1.0935557673346905,Wildtype,NA
10,20230717_WT_DAPI_GFP_Phal_Puro_60x_003.tiff:0032-1405-0698:33,1.316e-6,2499.589,1388,3952,0.003,28035390,1.471322774921952,Wildtype,NA
11,20230717_WT_DAPI_GFP_Phal_Puro_60x_003.tiff:0038-1317-0521:39,1.194e-6,2209.09,1432,3371,0.003,22479698,1.281756940957014,Wildtype,NA
12,20230717_WT_DAPI_GFP_Phal_Puro_60x_003.tiff:0023-1689-0686:24,9.169e-7,1938.508,1201,3113,0.002,15145564,1.1049969758001557,Wildtype,NA
13,20230717_WT_DAPI_GFP_Phal_Puro_60x_003.tiff:0023-1557-0582:24,1.16e-6,2145.809,1222,3421,0.002,21217764,1.2407213410393458,Wildtype,NA
14,20230717_WT_DAPI_GFP_Phal_Puro_60x_003.tiff:0023-1157-0424:24,1.17e-6,2114.806,1207,4047,0.002,21080390,1.2197650789624084,Wildtype,NA
15,20230717_WT_DAPI_GFP_Phal_Puro_60x_003.tiff:0023-1179-0545:24,1.383e-6,2363.9,1429,3624,0.003,27856200,1.3823971333479135,Wildtype,NA
16,20230717_WT_DAPI_GFP_Phal_Puro_60x_003.tiff:0023-1098-0704:24,1.444e-6,2617.342,1497,4163,0.004,32211626,1.5481614714217127,Wildtype,NA
17,20230717_WT_DAPI_GFP_Phal_Puro_60x_003.tiff:0029-1297-0383:30,9.689e-7,2330.489,1371,3654,0.002,19240514,1.3606741121962151,Wildtype,NA
18,20230717_WT_DAPI_GFP_Phal_Puro_60x_003.tiff:0020-1253-0824:21,1.015e-6,2966.268,1887,4445,0.003,25661187,1.7758864606138425,Wildtype,NA
19,20230717_WT_DAPI_GFP_Phal_Puro_60x_003.tiff:0026-1185-0967:27,1.431e-6,2834.523,1798,4522,0.004,34572677,1.6899821300400606,Wildtype,NA
20,20230717_WT_DAPI_GFP_Phal_Puro_60x_003.tiff:0017-0890-0315:18,7.239e-7,1660.17,939,2848,0.001,10239927,0.9233574863185994,Wildtype,NA
1,20230717_WT_DAPI_GFP_Phal_Puro_60x_004.tiff:0029-1258-0826:30,1.502e-6,1549.817,917,2619,0.002,19831460,0.8512345939531165,Wildtype,NA
2,20230717_WT_DAPI_GFP_Phal_Puro_60x_004.tiff:0035-1283-0998:36,2.005e-6,1500.544,861,2631,0.003,25641296,0.819488648243738,Wildtype,NA
3,20230717_WT_DAPI_GFP_Phal_Puro_60x_004.tiff:0050-1503-1006:51,1.65e-6,1355.585,887,2339,0.002,19056820,0.7246327466387767,Wildtype,NA
4,20230717_WT_DAPI_GFP_Phal_Puro_60x_004.tiff:0041-1599-1057:42,1.397e-6,1633.387,1161,2605,0.002,19445469,0.9060525894284669,Wildtype,NA
5,20230717_WT_DAPI_GFP_Phal_Puro_60x_004.tiff:0032-1726-1012:33,1.082e-6,1841.023,1086,3212,0.002,16970553,1.0411671803186229,Wildtype,NA
6,20230717_WT_DAPI_GFP_Phal_Puro_60x_004.tiff:0032-1799-1120:33,1.448e-6,1757.96,848,2973,0.003,21694983,0.987449447645041,Wildtype,NA
7,20230717_WT_DAPI_GFP_Phal_Puro_60x_004.tiff:0035-1922-1222:36,1.425e-6,1553.551,745,2689,0.002,18869426,0.8541691460681483,Wildtype,NA
8,20230717_WT_DAPI_GFP_Phal_Puro_60x_004.tiff:0041-1771-1506:42,1.467e-6,1020.956,575,1622,0.001,12758890,0.5062790710429192,Wildtype,NA
9,20230717_WT_DAPI_GFP_Phal_Puro_60x_004.tiff:0011-1240-1129:12,1.677e-6,1869.822,904,2893,0.003,26723498,1.0603720381707695,Wildtype,NA
10,20230717_WT_DAPI_GFP_Phal_Puro_60x_004.tiff:0020-1078-1050:21,1.954e-6,1549.542,975,2527,0.003,25798332,0.8511934294386798,Wildtype,NA
11,20230717_WT_DAPI_GFP_Phal_Puro_60x_004.tiff:0023-1004-0965:24,1.576e-6,1507.856,910,2586,0.002,20245983,0.8239103176133945,Wildtype,NA
12,20230717_WT_DAPI_GFP_Phal_Puro_60x_004.tiff:0023-1018-0743:24,1.62e-6,1630.828,821,2618,0.003,22516845,0.9045091999094821,Wildtype,NA
13,20230717_WT_DAPI_GFP_Phal_Puro_60x_004.tiff:0023-0644-0695:24,1.602e-6,1532.941,846,2631,0.002,20921581,0.8402335264906149,Wildtype,NA
14,20230717_WT_DAPI_GFP_Phal_Puro_60x_004.tiff:0026-0712-0447:27,1.456e-6,1394.747,906,2280,0.002,17297647,0.7499460723938425,Wildtype,NA
15,20230717_WT_DAPI_GFP_Phal_Puro_60x_004.tiff:0029-0752-0334:30,1.433e-6,1441.394,889,2430,0.002,17597978,0.780587390163692,Wildtype,NA
16,20230717_WT_DAPI_GFP_Phal_Puro_60x_004.tiff:0044-0579-0179:45,1.167e-6,991.306,604,1740,0.001,9860519,0.4873086909375978,Wildtype,NA
17,20230717_WT_DAPI_GFP_Phal_Puro_60x_004.tiff:0053-0251-0473:54,9.547e-7,1055.406,730,1615,0.001,8585730,0.5289273999184666,Wildtype,NA
18,20230717_WT_DAPI_GFP_Phal_Puro_60x_004.tiff:0047-0366-0739:48,1.298e-6,1195.285,803,2045,0.002,13218658,0.6200826742299167,Wildtype,NA
19,20230717_WT_DAPI_GFP_Phal_Puro_60x_004.tiff:0062-0659-1043:63,1.809e-6,916.125,601,1552,0.002,14122990,0.4381318968663604,Wildtype,NA
20,20230717_WT_DAPI_GFP_Phal_Puro_60x_004.tiff:0062-1452-1569:63,1.543e-6,1080.597,737,1655,0.002,14205522,0.5452570730525144,Wildtype,NA
21,20230717_WT_DAPI_GFP_Phal_Puro_60x_004.tiff:0023-0446-1040:24,1.254e-6,1357.046,830,2244,0.002,14505460,0.725992679047843,Wildtype,NA
22,20230717_WT_DAPI_GFP_Phal_Puro_60x_004.tiff:0029-0313-0972:30,1.144e-6,1124.603,649,1799,0.001,10962631,0.5740631199842596,Wildtype,NA
23,20230717_WT_DAPI_GFP_Phal_Puro_60x_004.tiff:0038-0273-0844:39,1.291e-6,1053.036,567,1783,0.001,11584451,0.5274055511613734,Wildtype,NA
24,20230717_WT_DAPI_GFP_Phal_Puro_60x_004.tiff:0044-0649-1368:45,1.136e-6,1154.207,714,1854,0.001,11176184,0.5936201639615789,Wildtype,NA
25,20230717_WT_DAPI_GFP_Phal_Puro_60x_004.tiff:0047-1023-0632:48,1.731e-6,1129.042,653,1812,0.002,16656756,0.5771176635556732,Wildtype,NA
26,20230717_WT_DAPI_GFP_Phal_Puro_60x_004.tiff:0017-0927-1348:18,1.426e-6,1460.085,856,2371,0.002,17737118,0.7926717870186242,Wildtype,NA
27,20230717_WT_DAPI_GFP_Phal_Puro_60x_004.tiff:0017-0867-1481:18,1.065e-6,1401.812,811,2246,0.001,12715840,0.7545012657344278,Wildtype,NA
28,20230717_WT_DAPI_GFP_Phal_Puro_60x_004.tiff:0014-1058-1490:15,1.277e-6,1733.243,1058,2845,0.002,18857680,0.9709484542459238,Wildtype,NA
29,20230717_WT_DAPI_GFP_Phal_Puro_60x_004.tiff:0020-1298-1386:21,1.698e-6,1699.624,881,2733,0.003,24596961,0.9494117833041897,Wildtype,NA
1,20230717_WT_DAPI_GFP_Phal_Puro_60x_005.tiff:0030-1329-0932:30,1.727e-6,1486.759,766,2456,0.003,21873205,0.8100541045933812,Wildtype,NA
2,20230717_WT_DAPI_GFP_Phal_Puro_60x_005.tiff:0039-1363-1097:39,1.613e-6,1277.708,643,2418,0.002,17558264,0.6737925916679725,Wildtype,NA
3,20230717_WT_DAPI_GFP_Phal_Puro_60x_005.tiff:0030-1943-1383:30,8.481e-7,1129.734,606,2004,9.581e-4,8163455,0.5773442801957452,Wildtype,NA
4,20230717_WT_DAPI_GFP_Phal_Puro_60x_005.tiff:0030-0881-1051:30,1.218e-6,1911.484,1232,2976,0.002,19843117,1.087644610867293,Wildtype,NA
5,20230717_WT_DAPI_GFP_Phal_Puro_60x_005.tiff:0027-0879-0839:27,1.37e-6,2640.993,1760,3659,0.004,30820391,1.5626617942721306,Wildtype,NA
6,20230717_WT_DAPI_GFP_Phal_Puro_60x_005.tiff:0030-0543-0878:30,1.505e-6,2465.695,1435,3459,0.004,31617610,1.4487312959908376,Wildtype,NA
7,20230717_WT_DAPI_GFP_Phal_Puro_60x_005.tiff:0036-0649-1108:36,1.508e-6,2024.65,1245,2984,0.003,26016748,1.1612065002976208,Wildtype,NA
8,20230717_WT_DAPI_GFP_Phal_Puro_60x_005.tiff:0033-0689-1247:33,1.571e-6,1517.136,985,2526,0.002,20309893,0.8301545344509837,Wildtype,NA
9,20230717_WT_DAPI_GFP_Phal_Puro_60x_005.tiff:0033-1061-1203:33,1.699e-6,1425.694,842,2322,0.002,20638347,0.7703931841266796,Wildtype,NA
10,20230717_WT_DAPI_GFP_Phal_Puro_60x_005.tiff:0030-1651-1101:30,8.604e-7,1342.145,730,2355,0.001,9839266,0.7159133764221909,Wildtype,NA
11,20230717_WT_DAPI_GFP_Phal_Puro_60x_005.tiff:0021-1540-1310:21,1.296e-6,1318.659,713,3153,0.002,14556674,0.700320568864675,Wildtype,NA
12,20230717_WT_DAPI_GFP_Phal_Puro_60x_005.tiff:0051-1389-1301:51,1.924e-6,1052.01,660,2018,0.002,17248760,0.5267788426261363,Wildtype,NA
13,20230717_WT_DAPI_GFP_Phal_Puro_60x_005.tiff:0042-1241-1645:42,9.233e-7,1099.174,620,1987,0.001,8647199,0.5574370526359863,Wildtype,NA
14,20230717_WT_DAPI_GFP_Phal_Puro_60x_005.tiff:0036-1532-1778:36,7.828e-7,1018.945,641,1713,7.976e-4,6796365,0.5051197023043198,Wildtype,NA
15,20230717_WT_DAPI_GFP_Phal_Puro_60x_005.tiff:0036-0800-1427:36,1.496e-6,1419.481,863,2251,0.002,18096960,0.7665309931773718,Wildtype,NA
16,20230717_WT_DAPI_GFP_Phal_Puro_60x_005.tiff:0030-0571-1384:30,9.627e-7,1745.522,1107,2706,0.002,14318515,0.9790719191898174,Wildtype,NA
17,20230717_WT_DAPI_GFP_Phal_Puro_60x_005.tiff:0027-0616-1632:27,8.953e-7,1467.926,946,2197,0.001,11198805,0.7980356120883908,Wildtype,NA
18,20230717_WT_DAPI_GFP_Phal_Puro_60x_005.tiff:0030-0402-1306:30,1.35e-6,1874.215,850,2749,0.003,21559097,1.0630055783754837,Wildtype,NA
19,20230717_WT_DAPI_GFP_Phal_Puro_60x_005.tiff:0036-0383-1046:36,1.091e-6,2130.696,1274,3102,0.002,19806953,1.23028600862609,Wildtype,NA
20,20230717_WT_DAPI_GFP_Phal_Puro_60x_005.tiff:0042-0259-1103:42,1.332e-6,1875.769,1167,2766,0.002,21288103,1.063951606820017,Wildtype,NA
21,20230717_WT_DAPI_GFP_Phal_Puro_60x_005.tiff:0057-0425-1452:57,1.117e-6,1212.254,789,1942,0.001,11537018,0.6311605633816719,Wildtype,NA
22,20230717_WT_DAPI_GFP_Phal_Puro_60x_005.tiff:0060-0261-1266:60,1.38e-6,1293.249,848,2147,0.002,15203436,0.683860230446167,Wildtype,NA
23,20230717_WT_DAPI_GFP_Phal_Puro_60x_005.tiff:0054-1586-1159:54,1.518e-6,1356.653,864,2291,0.002,17548308,0.7254413235345415,Wildtype,NA
24,20230717_WT_DAPI_GFP_Phal_Puro_60x_005.tiff:0051-0427-0886:51,1.181e-6,1812.81,1011,2728,0.002,18249555,1.0234221530984038,Wildtype,NA
25,20230717_WT_DAPI_GFP_Phal_Puro_60x_005.tiff:0033-0291-1512:33,6.963e-7,1207.131,839,1900,8.405e-4,7161911,0.6278759647246185,Wildtype,NA
26,20230717_WT_DAPI_GFP_Phal_Puro_60x_005.tiff:0015-0152-1424:15,1.098e-6,1736.506,868,2787,0.002,16239808,0.9727229757015918,Wildtype,NA
27,20230717_WT_DAPI_GFP_Phal_Puro_60x_005.tiff:0021-0143-1270:21,1.113e-6,1780.497,1037,2754,0.002,16884452,1.0018026984000414,Wildtype,NA
1,20230717_sypn_DAPI_GFP_Phal_Puro_60x_001.tiff:0028-1651-1235:30,1.858e-6,975.816,523,1706,0.002,15450092,0.47704930003889673,syp KO,NA
2,20230717_sypn_DAPI_GFP_Phal_Puro_60x_001.tiff:0019-1836-1398:21,1.43e-6,879.909,448,1617,0.001,10723452,0.41454189024476895,syp KO,NA
3,20230717_sypn_DAPI_GFP_Phal_Puro_60x_001.tiff:0022-1667-1597:24,1.864e-6,972.868,509,1553,0.002,15450110,0.47500098833599075,syp KO,NA
4,20230717_sypn_DAPI_GFP_Phal_Puro_60x_001.tiff:0028-1524-1724:30,2.291e-6,833.263,484,1454,0.002,16268633,0.3840882107949733,syp KO,NA
5,20230717_sypn_DAPI_GFP_Phal_Puro_60x_001.tiff:0034-1721-1825:36,2.353e-6,704.638,408,1121,0.002,14126584,0.30007457612719796,syp KO,NA
6,20230717_sypn_DAPI_GFP_Phal_Puro_60x_001.tiff:0037-1925-1638:39,1.623e-6,696.828,366,1209,0.001,9636436,0.29500477512541023,syp KO,NA
7,20230717_sypn_DAPI_GFP_Phal_Puro_60x_001.tiff:0034-1808-0841:36,1.63e-6,846.898,442,1664,0.001,11760874,0.39282707639335207,syp KO,NA
8,20230717_sypn_DAPI_GFP_Phal_Puro_60x_001.tiff:0037-1763-0705:39,1.415e-6,867.958,518,1432,0.001,10466702,0.4067369367301608,syp KO,NA
9,20230717_sypn_DAPI_GFP_Phal_Puro_60x_001.tiff:0037-1332-1140:39,1.75e-6,973.679,584,1941,0.002,14520482,0.47566949967025607,syp KO,NA
10,20230717_sypn_DAPI_GFP_Phal_Puro_60x_001.tiff:0022-1358-1517:24,1.897e-6,1065.724,613,1853,0.002,17224232,0.535557148221066,syp KO,NA
11,20230717_sypn_DAPI_GFP_Phal_Puro_60x_001.tiff:0022-1450-1375:24,2.4549999999999998e-06,956.636,590,1894,0.002,20010917,0.4644673554653404,syp KO,NA
12,20230717_sypn_DAPI_GFP_Phal_Puro_60x_001.tiff:0028-1155-1656:30,1.74e-6,1300.71,637,2418,0.002,19281726,0.6887955328190449,syp KO,NA
