entry,name,area,mean,min,max,intden,rawintden,norm_density,genotype,clone
13,20230717_sypn_DAPI_GFP_Phal_Puro_60x_001.tiff:0028-0893-1516:30,1.737e-6,1139.52,624,1992,0.002,16862612,0.5836456125497609,syp KO,NA
14,20230717_sypn_DAPI_GFP_Phal_Puro_60x_001.tiff:0040-0934-1277:42,2.111e-6,1281.995,695,2195,0.003,23063084,0.6768335203132834,syp KO,NA
15,20230717_sypn_DAPI_GFP_Phal_Puro_60x_001.tiff:0034-1135-0963:36,1.756e-6,895.984,503,1698,0.002,13406616,0.4249400551422287,syp KO,NA
16,20230717_sypn_DAPI_GFP_Phal_Puro_60x_001.tiff:0037-0969-0795:39,1.809e-6,1069.153,572,1692,0.002,16475654,0.53769155453219,syp KO,NA
17,20230717_sypn_DAPI_GFP_Phal_Puro_60x_001.tiff:0040-0688-1123:42,1.696e-6,971.421,584,1575,0.002,14040914,0.4742473380757168,syp KO,NA
18,20230717_sypn_DAPI_GFP_Phal_Puro_60x_001.tiff:0043-0756-1029:45,1.529e-6,1010.502,597,1663,0.002,13164824,0.49960526783631354,syp KO,NA
19,20230717_sypn_DAPI_GFP_Phal_Puro_60x_001.tiff:0031-0751-0866:33,1.976e-6,1070.211,643,2081,0.002,18021291,0.5386471991783276,syp KO,NA
20,20230717_sypn_DAPI_GFP_Phal_Puro_60x_001.tiff:0031-0812-0700:33,1.686e-6,1036.618,607,1807,0.002,14894128,0.5167466061031919,syp KO,NA
21,20230717_sypn_DAPI_GFP_Phal_Puro_60x_001.tiff:0031-0794-0558:33,1.59e-6,982.901,471,2066,0.002,13319296,0.4817552647612925,syp KO,NA
22,20230717_sypn_DAPI_GFP_Phal_Puro_60x_001.tiff:0025-1058-0352:27,1.529e-6,895.327,540,1603,0.001,11662536,0.42438969503261365,syp KO,NA
23,20230717_sypn_DAPI_GFP_Phal_Puro_60x_001.tiff:0022-0844-0347:24,1.177e-6,843.187,525,1713,9.921e-4,8453791,0.3903184436772703,syp KO,NA
24,20230717_sypn_DAPI_GFP_Phal_Puro_60x_001.tiff:0034-0584-0103:36,1.594e-6,826.172,499,1431,0.001,11221891,0.37941668453950883,syp KO,NA
25,20230717_sypn_DAPI_GFP_Phal_Puro_60x_001.tiff:0040-0466-0171:42,1.388e-6,817.901,506,1376,0.001,9670864,0.37385886873142327,syp KO,NA
26,20230717_sypn_DAPI_GFP_Phal_Puro_60x_001.tiff:0046-0595-0890:48,1.462e-6,777.644,522,1260,0.001,9690217,0.34787481012029514,syp KO,NA
27,20230717_sypn_DAPI_GFP_Phal_Puro_60x_001.tiff:0037-0573-0767:39,1.647e-6,968.095,542,1889,0.002,13583337,0.4718343716405372,syp KO,NA
28,20230717_sypn_DAPI_GFP_Phal_Puro_60x_001.tiff:0052-0473-0831:54,1.85e-6,817.757,515,1386,0.002,12893581,0.3740136569442059,syp KO,NA
29,20230717_sypn_DAPI_GFP_Phal_Puro_60x_001.tiff:0046-0220-0593:48,1.243e-6,754.318,515,1360,9.373e-4,7986724,0.33235796823161606,syp KO,NA
30,20230717_sypn_DAPI_GFP_Phal_Puro_60x_001.tiff:0034-0363-0465:36,1.41e-6,1139.661,656,1697,0.002,13689613,0.5837260942073755,syp KO,NA
1,20230717_sypn_DAPI_GFP_Phal_Puro_60x_002.tiff:0017-0650-0609:18,2.262e-6,1553.854,821,3365,0.004,29948977,0.8540421007668735,syp KO,NA
2,20230717_sypn_DAPI_GFP_Phal_Puro_60x_002.tiff:0014-1626-0838:15,2.188e-6,1685.038,962,2868,0.004,31414161,0.9395850495216743,syp KO,NA
3,20230717_sypn_DAPI_GFP_Phal_Puro_60x_002.tiff:0014-1714-1142:15,2.053e-6,1603.57,1001,2692,0.003,28051249,0.8864621151021331,syp KO,NA
4,20230717_sypn_DAPI_GFP_Phal_Puro_60x_002.tiff:0014-1633-1046:15,1.881e-6,1631.762,924,2961,0.003,26158778,0.9050878884180713,syp KO,NA
5,20230717_sypn_DAPI_GFP_Phal_Puro_60x_002.tiff:0017-1250-0962:18,1.819e-6,1812.301,967,4922,0.003,28092479,1.0227549603415345,syp KO,NA
6,20230717_sypn_DAPI_GFP_Phal_Puro_60x_002.tiff:0017-1331-1071:18,1.539e-6,1523.392,918,2868,0.002,19976243,0.8341361894041425,syp KO,NA
7,20230717_sypn_DAPI_GFP_Phal_Puro_60x_002.tiff:0014-0927-0544:15,2.108e-6,1440.273,878,2710,0.003,25867296,0.7798600052030726,syp KO,NA
8,20230717_sypn_DAPI_GFP_Phal_Puro_60x_002.tiff:0014-0769-0928:15,1.811e-6,1414.132,793,2755,0.003,21822885,0.7629549424350696,syp KO,NA
9,20230717_sypn_DAPI_GFP_Phal_Puro_60x_002.tiff:0011-1022-1434:12,1.792e-6,1371.659,808,2419,0.002,20945226,0.7352427032095428,syp KO,NA
10,20230717_sypn_DAPI_GFP_Phal_Puro_60x_002.tiff:0008-1400-1733:9,1.367e-6,1123.014,594,1993,0.002,13080866,0.5730152667459999,syp KO,NA
11,20230717_sypn_DAPI_GFP_Phal_Puro_60x_002.tiff:0008-1530-1671:9,1.517e-6,1495.774,820,2919,0.002,19340361,0.8164577681792317,syp KO,NA
12,20230717_sypn_DAPI_GFP_Phal_Puro_60x_002.tiff:0011-1645-1293:12,1.965e-6,1466.583,833,3030,0.003,24552069,0.796983245338575,syp KO,NA
13,20230717_sypn_DAPI_GFP_Phal_Puro_60x_002.tiff:0014-1090-0816:15,2.393e-6,1745.966,1021,2984,0.004,35601987,0.9793984519775806,syp KO,NA
14,20230717_sypn_DAPI_GFP_Phal_Puro_60x_002.tiff:0014-1319-0755:15,1.471e-6,1613.817,912,2556,0.002,20222746,0.8928984803433608,syp KO,NA
15,20230717_sypn_DAPI_GFP_Phal_Puro_60x_002.tiff:0017-1941-1453:18,1.027e-6,987.944,637,1840,0.001,8642533,0.4846951785668136,syp KO,NA
16,20230717_sypn_DAPI_GFP_Phal_Puro_60x_002.tiff:0014-1843-1580:15,1.533e-6,1295.197,759,2277,0.002,16921749,0.6854938928787795,syp KO,NA
17,20230717_sypn_DAPI_GFP_Phal_Puro_60x_002.tiff:0032-0780-1420:33,1.466e-6,1252.978,745,2162,0.002,15655957,0.6580150122389193,syp KO,NA
18,20230717_sypn_DAPI_GFP_Phal_Puro_60x_002.tiff:0032-0892-1320:33,1.924e-6,1388.136,713,2190,0.003,22761274,0.7461132129410705,syp KO,NA
19,20230717_sypn_DAPI_GFP_Phal_Puro_60x_002.tiff:0044-0384-0679:45,2.032e-6,1221.839,730,1811,0.002,21159815,0.6376461334184492,syp KO,NA
20,20230717_sypn_DAPI_GFP_Phal_Puro_60x_002.tiff:0038-0162-0249:39,1.832e-6,1177.032,709,2087,0.002,18374644,0.6082905741379844,syp KO,NA
21,20230717_sypn_DAPI_GFP_Phal_Puro_60x_002.tiff:0038-0189-0589:39,1.884e-6,1576.774,889,2699,0.003,25310371,0.8689191472565774,syp KO,NA
22,20230717_sypn_DAPI_GFP_Phal_Puro_60x_002.tiff:0023-0518-1241:24,1.458e-6,1851.636,791,2960,0.003,23004728,1.0483514724890626,syp KO,NA
23,20230717_sypn_DAPI_GFP_Phal_Puro_60x_002.tiff:0029-0300-1117:30,1.097e-6,1238.035,721,2010,0.001,11573153,0.6480975765629746,syp KO,NA
24,20230717_sypn_DAPI_GFP_Phal_Puro_60x_002.tiff:0029-0271-0855:30,1.378e-6,1512.819,948,2786,0.002,17763520,0.8273063869291506,syp KO,NA
25,20230717_sypn_DAPI_GFP_Phal_Puro_60x_002.tiff:0017-1207-1441:18,1.916e-6,1416.946,799,2784,0.003,23128809,0.7645792789103443,syp KO,NA
1,20230717_sypn_DAPI_GFP_Phal_Puro_60x_003.tiff:0035-1086-0852:36,1.979e-6,1672.203,808,2725,0.003,28203377,0.9314589387851584,syp KO,NA
2,20230717_sypn_DAPI_GFP_Phal_Puro_60x_003.tiff:0035-1323-0798:36,1.961e-6,1528.489,635,2772,0.003,25536461,0.8373627231840678,syp KO,NA
3,20230717_sypn_DAPI_GFP_Phal_Puro_60x_003.tiff:0035-1835-1017:36,1.693e-6,1269.641,690,2244,0.002,18314573,0.6686139100029125,syp KO,NA
4,20230717_sypn_DAPI_GFP_Phal_Puro_60x_003.tiff:0035-1834-0890:36,1.328e-6,1243.77,646,2116,0.002,14076990,0.6519499251934403,syp KO,NA
5,20230717_sypn_DAPI_GFP_Phal_Puro_60x_003.tiff:0032-1650-1061:33,1.229e-6,1435.942,833,2475,0.002,15031446,0.7767686526607608,syp KO,NA
6,20230717_sypn_DAPI_GFP_Phal_Puro_60x_003.tiff:0032-1498-1081:33,1.986e-6,1373.732,572,2440,0.003,23249039,0.7366421375786737,syp KO,NA
7,20230717_sypn_DAPI_GFP_Phal_Puro_60x_003.tiff:0017-1690-1263:18,1.582e-6,1265.144,521,2197,0.002,17059208,0.6659724581912471,syp KO,NA
8,20230717_sypn_DAPI_GFP_Phal_Puro_60x_003.tiff:0020-1896-1342:21,1.706e-6,1077.082,523,2256,0.002,15659691,0.5431714244078262,syp KO,NA
9,20230717_sypn_DAPI_GFP_Phal_Puro_60x_003.tiff:0026-1739-1599:27,1.782e-6,1154.43,628,2256,0.002,17526551,0.5934009083896057,syp KO,NA
10,20230717_sypn_DAPI_GFP_Phal_Puro_60x_003.tiff:0029-1687-1743:30,1.177e-6,1155.298,539,2234,0.001,11584172,0.5939207956263733,syp KO,NA
11,20230717_sypn_DAPI_GFP_Phal_Puro_60x_003.tiff:0020-1540-1333:21,1.632e-6,1353.259,731,2355,0.002,18822479,0.7233921185690632,syp KO,NA
12,20230717_sypn_DAPI_GFP_Phal_Puro_60x_003.tiff:0023-1335-1253:24,1.848e-6,1570.569,818,2794,0.003,24736466,0.865179843715869,syp KO,NA
13,20230717_sypn_DAPI_GFP_Phal_Puro_60x_003.tiff:0023-1139-1776:24,1.721e-6,1018.092,554,2318,0.002,14930313,0.5046028812874126,syp KO,NA
14,20230717_sypn_DAPI_GFP_Phal_Puro_60x_003.tiff:0026-1154-1150:27,1.903e-6,1573.813,710,2867,0.003,25524101,0.8672487714409427,syp KO,NA
15,20230717_sypn_DAPI_GFP_Phal_Puro_60x_003.tiff:0029-0946-1178:30,1.589e-6,1315.659,808,2330,0.002,17808754,0.6984466613736596,syp KO,NA
16,20230717_sypn_DAPI_GFP_Phal_Puro_60x_003.tiff:0035-0810-1420:36,1.775e-6,1152.549,597,1973,0.002,17432297,0.5923051564207389,syp KO,NA
17,20230717_sypn_DAPI_GFP_Phal_Puro_60x_003.tiff:0038-0846-1047:39,1.298e-6,1436.053,832,2407,0.002,15878441,0.7769503882875741,syp KO,NA
18,20230717_sypn_DAPI_GFP_Phal_Puro_60x_003.tiff:0050-0584-0911:51,1.613e-6,725.517,468,1241,0.001,9970055,0.3136562313628406,syp KO,NA
19,20230717_sypn_DAPI_GFP_Phal_Puro_60x_003.tiff:0047-0767-1199:48,1.573e-6,859.28,548,1469,0.001,11515215,0.4008868354267456,syp KO,NA
20,20230717_sypn_DAPI_GFP_Phal_Puro_60x_003.tiff:0047-0599-1241:48,1.688e-6,823.498,561,1397,0.001,11843553,0.37759783830162563,syp KO,NA
21,20230717_sypn_DAPI_GFP_Phal_Puro_60x_003.tiff:0047-0528-0396:48,1.746e-6,1104.277,576,1685,0.002,16432742,0.5609672968406058,syp KO,NA
22,20230717_sypn_DAPI_GFP_Phal_Puro_60x_003.tiff:0035-0344-0816:36,1.954e-6,833.237,510,1476,0.002,13874223,0.3840358146171158,syp KO,NA
23,20230717_sypn_DAPI_GFP_Phal_Puro_60x_003.tiff:0056-0188-0800:57,1.474e-6,723.808,414,1319,0.001,9090302,0.3125871275553039,syp KO,NA
24,20230717_sypn_DAPI_GFP_Phal_Puro_60x_003.tiff:0047-0250-1183:48,1.429e-6,770.033,455,1265,0.001,9374379,0.3426724131049585,syp KO,NA
25,20230717_sypn_DAPI_GFP_Phal_Puro_60x_003.tiff:0029-0353-1416:30,1.413e-6,772.712,468,1375,0.001,9301906,0.34443256564211616,syp KO,NA
26,20230717_sypn_DAPI_GFP_Phal_Puro_60x_003.tiff:0026-0516-1557:27,1.492e-6,818.246,511,1603,0.001,10405640,0.3743800625088617,syp KO,NA
27,20230717_sypn_DAPI_GFP_Phal_Puro_60x_003.tiff:0017-0522-1316:18,1.886e-6,978.852,383,2012,0.002,15734060,0.4791249008330887,syp KO,NA
1,20230717_sypn_DAPI_GFP_Phal_Puro_60x_004.tiff:0043-1819-0901:45,2.192e-6,2316.43,1324,3442,0.005,43263956,1.3514192609766662,syp KO,NA
2,20230717_sypn_DAPI_GFP_Phal_Puro_60x_004.tiff:0034-1906-0973:36,1.143e-6,2657.431,1598,3716,0.003,25878064,1.5736731870545855,syp KO,NA
3,20230717_sypn_DAPI_GFP_Phal_Puro_60x_004.tiff:0034-1924-1111:36,1.415e-6,1706.791,1007,2704,0.002,20585607,0.954180221928302,syp KO,NA
4,20230717_sypn_DAPI_GFP_Phal_Puro_60x_004.tiff:0019-1774-1348:21,1.032e-6,1844.192,1234,2881,0.002,16214136,1.0432296959999372,syp KO,NA
5,20230717_sypn_DAPI_GFP_Phal_Puro_60x_004.tiff:0025-1576-1104:27,1.88e-6,2902.585,1780,4393,0.005,46493600,1.7336813269404097,syp KO,NA
6,20230717_sypn_DAPI_GFP_Phal_Puro_60x_004.tiff:0040-1668-0941:42,1.342e-6,2382.867,1512,3691,0.003,27255231,1.3952233205573428,syp KO,NA
7,20230717_sypn_DAPI_GFP_Phal_Puro_60x_004.tiff:0028-1567-1315:30,1.103e-6,2189.409,1428,3271,0.002,20569493,1.2680892730286026,syp KO,NA
8,20230717_sypn_DAPI_GFP_Phal_Puro_60x_004.tiff:0022-1426-1679:24,1.291e-6,2403.764,1194,3611,0.003,26446208,1.4086694269956885,syp KO,NA
9,20230717_sypn_DAPI_GFP_Phal_Puro_60x_004.tiff:0028-1567-1315:30,1.103e-6,2189.409,1428,3271,0.002,20569493,1.2680892730286026,syp KO,NA
10,20230717_sypn_DAPI_GFP_Phal_Puro_60x_004.tiff:0028-1255-1547:30,1.525e-6,2633.77,1627,4230,0.004,34212673,1.557908153720304,syp KO,NA
11,20230717_sypn_DAPI_GFP_Phal_Puro_60x_004.tiff:0034-1356-1074:36,1.824e-6,2792.03,1801,4455,0.005,43396520,1.661822082499483,syp KO,NA
12,20230717_sypn_DAPI_GFP_Phal_Puro_60x_004.tiff:0037-1457-0887:39,2.106e-6,3359.464,1980,5072,0.007,60275504,2.0314883717208403,syp KO,NA
13,20230717_sypn_DAPI_GFP_Phal_Puro_60x_004.tiff:0022-1189-1123:24,1.768e-6,3509.816,1842,5173,0.006,52864846,2.12948259773339,syp KO,NA
14,20230717_sypn_DAPI_GFP_Phal_Puro_60x_004.tiff:0016-1264-1344:18,1.203e-6,3190.855,1796,4965,0.004,32696692,1.921133281589632,syp KO,NA
15,20230717_sypn_DAPI_GFP_Phal_Puro_60x_004.tiff:0016-1093-1342:18,1.409e-6,3301.283,2033,4806,0.005,39635205,1.993914468874158,syp KO,NA
16,20230717_sypn_DAPI_GFP_Phal_Puro_60x_004.tiff:0019-0972-1671:21,1.296e-6,2460.875,1431,3997,0.003,27168055,1.4452578322585545,syp KO,NA
17,20230717_sypn_DAPI_GFP_Phal_Puro_60x_004.tiff:0025-0755-1714:27,1.264e-6,2399.652,1450,3492,0.003,25849054,1.4060011275440316,syp KO,NA
18,20230717_sypn_DAPI_GFP_Phal_Puro_60x_004.tiff:0019-0785-1322:21,1.5e-6,3304.383,1646,5044,0.005,42220097,1.9951934005623568,syp KO,NA
19,20230717_sypn_DAPI_GFP_Phal_Puro_60x_004.tiff:0034-1025-1035:36,2.203e-6,3106.327,1931,4768,0.007,58318174,1.8670001804134952,syp KO,NA
20,20230717_sypn_DAPI_GFP_Phal_Puro_60x_004.tiff:0034-0710-1099:36,1.823e-6,2997.364,1797,4598,0.005,46561060,1.795709238734449,syp KO,NA
21,20230717_sypn_DAPI_GFP_Phal_Puro_60x_004.tiff:0022-0618-1225:24,1.642e-6,3136.44,1372,4703,0.005,43878793,1.8861851461032335,syp KO,NA
22,20230717_sypn_DAPI_GFP_Phal_Puro_60x_004.tiff:0019-0470-1296:21,1.543e-6,2979.703,2044,4565,0.005,39183088,1.7844708800887734,syp KO,NA
23,20230717_sypn_DAPI_GFP_Phal_Puro_60x_004.tiff:0025-0627-0941:27,1.499e-6,4934.428,3162,7769,0.007,63017578,3.0587448957516243,syp KO,NA
24,20230717_sypn_DAPI_GFP_Phal_Puro_60x_004.tiff:0031-0581-0722:33,1.584e-6,6964.73,4798,10176,0.011,93989037,4.382863894941693,syp KO,NA
25,20230717_sypn_DAPI_GFP_Phal_Puro_60x_004.tiff:0046-0334-0867:48,1.637e-6,2999.861,1955,4728,0.005,41842062,1.7971874232412341,syp KO,NA
26,20230717_sypn_DAPI_GFP_Phal_Puro_60x_004.tiff:0034-0198-1139:36,1.954e-6,2394.558,1456,3774,0.005,39874181,1.4026509886935052,syp KO,NA
27,20230717_sypn_DAPI_GFP_Phal_Puro_60x_004.tiff:0022-0273-1331:24,1.267e-6,2725.138,1722,3963,0.003,29420586,1.618088591881841,syp KO,NA
28,20230717_sypn_DAPI_GFP_Phal_Puro_60x_004.tiff:0031-0085-1022:33,1.246e-6,2732.51,1447,4106,0.003,29013789,1.6230551362387666,syp KO,NA
1,20230717_sypn_DAPI_GFP_Phal_Puro_60x_006.tiff:0023-1849-1389:24,1.698e-6,1300.749,717,2296,0.002,18823133,0.6891033664935259,syp KO,NA
2,20230717_sypn_DAPI_GFP_Phal_Puro_60x_006.tiff:0035-1820-1630:36,1.211e-6,822.774,521,1473,9.966e-4,8491854,0.3772872650888952,syp KO,NA
3,20230717_sypn_DAPI_GFP_Phal_Puro_60x_006.tiff:0041-1939-1669:42,1.153e-6,637.262,365,1068,7.347e-4,6260462,0.25613833123464996,syp KO,NA
4,20230717_sypn_DAPI_GFP_Phal_Puro_60x_006.tiff:0041-1684-1509:42,2.139e-6,863.331,526,2141,0.002,15735075,0.4036222836258362,syp KO,NA
5,20230717_sypn_DAPI_GFP_Phal_Puro_60x_006.tiff:0035-1657-1336:36,2.39e-6,1129.11,682,2121,0.003,22992063,0.5769254843043732,syp KO,NA
6,20230717_sypn_DAPI_GFP_Phal_Puro_60x_006.tiff:0029-1566-1553:30,1.484e-6,1166.85,553,1946,0.002,14757150,0.6017333258521697,syp KO,NA
7,20230717_sypn_DAPI_GFP_Phal_Puro_60x_006.tiff:0035-1408-1539:36,1.191e-6,1004.316,542,2411,0.001,10188785,0.495374004598759,syp KO,NA
8,20230717_sypn_DAPI_GFP_Phal_Puro_60x_006.tiff:0041-1123-1883:42,1.127e-6,931.473,600,1606,0.001,8941211,0.4478211038968248,syp KO,NA
9,20230717_sypn_DAPI_GFP_Phal_Puro_60x_006.tiff:0041-1098-1606:42,1.411e-6,1376.447,878,2287,0.002,16551775,0.7384842501914305,syp KO,NA
10,20230717_sypn_DAPI_GFP_Phal_Puro_60x_006.tiff:0035-1269-1309:36,1.679e-6,1329.33,829,2300,0.002,19014730,0.7074423847908113,syp KO,NA
11,20230717_sypn_DAPI_GFP_Phal_Puro_60x_006.tiff:0029-1069-1386:30,1.588e-6,1418.175,710,2606,0.002,19186488,0.7654035890584306,syp KO,NA
12,20230717_sypn_DAPI_GFP_Phal_Puro_60x_006.tiff:0035-0640-1618:36,1.119e-6,1046.811,676,1825,0.001,9977157,0.5230342351942542,syp KO,NA
13,20230717_sypn_DAPI_GFP_Phal_Puro_60x_006.tiff:0041-0548-1770:42,9.256e-7,830.556,540,1447,7.688e-4,6550592,0.38225284405059623,syp KO,NA
14,20230717_sypn_DAPI_GFP_Phal_Puro_60x_006.tiff:0032-0790-1114:33,1.687e-6,1430.379,813,2556,0.002,20555981,0.7732702596890515,syp KO,NA
15,20230717_sypn_DAPI_GFP_Phal_Puro_60x_006.tiff:0020-0702-1215:21,1.541e-6,1682.537,977,2965,0.003,22093391,0.9380211041279299,syp KO,NA
16,20230717_sypn_DAPI_GFP_Phal_Puro_60x_006.tiff:0023-1286-0830:24,1.687e-6,1422.756,580,2516,0.002,20456382,0.7687506393969171,syp KO,NA
17,20230717_sypn_DAPI_GFP_Phal_Puro_60x_006.tiff:0026-1151-0595:27,1.873e-6,1500.798,859,2602,0.003,23951229,0.8194084688280738,syp KO,NA
18,20230717_sypn_DAPI_GFP_Phal_Puro_60x_006.tiff:0026-0949-0847:27,1.683e-6,1266.16,770,2303,0.002,18156740,0.6663553117793386,syp KO,NA
19,20230717_sypn_DAPI_GFP_Phal_Puro_60x_006.tiff:0032-0794-0915:33,1.615e-6,1380.303,722,2443,0.002,18997115,0.7409639165652531,syp KO,NA
20,20230717_sypn_DAPI_GFP_Phal_Puro_60x_006.tiff:0044-0802-0767:45,1.631e-6,1003.773,656,1914,0.002,13951442,0.4953053968134637,syp KO,NA
21,20230717_sypn_DAPI_GFP_Phal_Puro_60x_006.tiff:0029-0582-0490:30,1.511e-6,1241.486,725,2186,0.002,15989103,0.6505458706228682,syp KO,NA
22,20230717_sypn_DAPI_GFP_Phal_Puro_60x_006.tiff:0038-0456-0390:39,1.222e-6,1199.711,710,2160,0.001,12496186,0.623309038190856,syp KO,NA
23,20230717_sypn_DAPI_GFP_Phal_Puro_60x_006.tiff:0059-0380-0816:60,1.411e-6,888.342,598,1460,0.001,10681426,0.4199919318850473,syp KO,NA
24,20230717_sypn_DAPI_GFP_Phal_Puro_60x_006.tiff:0041-0460-0989:42,1.661e-6,1214.006,735,2137,0.002,17181829,0.6323619211931422,syp KO,NA
25,20230717_sypn_DAPI_GFP_Phal_Puro_60x_006.tiff:0038-0208-0949:39,1.345e-6,1259.967,549,2146,0.002,14443006,0.6625258217015577,syp KO,NA
26,20230717_sypn_DAPI_GFP_Phal_Puro_60x_006.tiff:0041-0220-1303:42,7.153e-7,970.293,669,1485,6.941e-4,5913937,0.4733999550495121,syp KO,NA
27,20230717_sypn_DAPI_GFP_Phal_Puro_60x_006.tiff:0029-0681-0694:30,1.294e-6,1184.602,766,2008,0.002,13056682,0.6129100905028696,syp KO,NA
1,20230722_WT_DAPI_Phal__Puro_60x_001.tiff:0025-1055-0515:27,1.049e-6,1788.089,1192,2627,0.002,15980150,0.9614462722805448,Wildtype,NA
2,20230722_WT_DAPI_Phal__Puro_60x_001.tiff:0022-1799-0787:24,8.357e-7,1613.829,1016,2380,0.001,11492079,0.8479750134812392,Wildtype,NA
3,20230722_WT_DAPI_Phal__Puro_60x_001.tiff:0016-1595-0927:18,7.829e-7,2463.87,1521,3805,0.002,16436475,1.402441085916836,Wildtype,NA
4,20230722_WT_DAPI_Phal__Puro_60x_001.tiff:0013-1550-1082:15,1.02e-6,2406.294,1169,4224,0.002,20917910,1.3651909430421658,Wildtype,NA
5,20230722_WT_DAPI_Phal__Puro_60x_001.tiff:0019-1446-1039:21,7.92e-7,1612.526,841,2680,0.001,10881328,0.8470265065952154,Wildtype,NA
6,20230722_WT_DAPI_Phal__Puro_60x_001.tiff:0025-1439-1216:27,6.2e-7,1202.354,781,1882,7.455e-4,6352038,0.5795635962163107,Wildtype,NA
7,20230722_WT_DAPI_Phal__Puro_60x_001.tiff:0019-1103-0850:21,1.258e-6,1664.902,1112,2510,0.002,17841091,0.8809438219105742,Wildtype,NA
8,20230722_WT_DAPI_Phal__Puro_60x_001.tiff:0010-1158-1271:12,7.117e-7,1684.045,1004,2491,0.001,10212046,0.8937051845738578,Wildtype,NA
9,20230722_WT_DAPI_Phal__Puro_60x_001.tiff:0016-1193-1485:18,6.742e-7,1870.356,936,3025,0.001,10745198,1.0153397341998622,Wildtype,NA
10,20230722_WT_DAPI_Phal__Puro_60x_001.tiff:0025-1228-1297:27,7.342e-7,1232.356,700,2186,9.048e-4,7709619,0.5991216794736551,Wildtype,NA
11,20230722_WT_DAPI_Phal__Puro_60x_001.tiff:0019-0818-0597:21,5.82e-7,1820.671,1176,2919,0.001,9028709,0.9828464215662934,Wildtype,NA
