entry,name,area,mean,min,max,intden,rawintden,norm_density,genotype,clone
12,20230722_WT_DAPI_Phal__Puro_60x_001.tiff:0025-0635-0946:27,9.984e-7,1570.883,928,2834,0.002,13363503,0.8199166775579041,Wildtype,NA
13,20230722_WT_DAPI_Phal__Puro_60x_001.tiff:0025-0628-1163:27,7.577e-7,1398.933,941,1908,0.001,9031510,0.7077451015405648,Wildtype,NA
14,20230722_WT_DAPI_Phal__Puro_60x_001.tiff:0025-0577-1269:27,9.647e-7,1473.226,931,2402,0.001,12109917,0.7562338233171355,Wildtype,NA
15,20230722_WT_DAPI_Phal__Puro_60x_001.tiff:0022-0438-1362:24,6.421e-7,1656.544,1091,2530,0.001,9062951,0.8757719234308644,Wildtype,NA
16,20230722_WT_DAPI_Phal__Puro_60x_001.tiff:0013-0611-1399:15,7.402e-7,2692.779,1348,3804,0.002,16983355,1.55171407081471,Wildtype,NA
17,20230722_WT_DAPI_Phal__Puro_60x_001.tiff:0022-1021-1089:24,6.416e-7,1208.033,755,2360,7.751e-4,6604319,0.583260497703956,Wildtype,NA
18,20230722_WT_DAPI_Phal__Puro_60x_001.tiff:0019-0932-1252:21,5.874e-7,1671.817,1006,2860,9.82e-4,8367445,0.8857495818787561,Wildtype,NA
19,20230722_WT_DAPI_Phal__Puro_60x_001.tiff:0013-0530-0441:15,8.01e-7,2494.546,1282,3797,0.002,17025277,1.4223968784974537,Wildtype,NA
20,20230722_WT_DAPI_Phal__Puro_60x_001.tiff:0028-0751-0415:30,1.428e-6,1472.694,795,2261,0.002,17918266,0.7558331477656431,Wildtype,NA
21,20230722_WT_DAPI_Phal__Puro_60x_001.tiff:0034-0612-0549:36,7.386e-7,1296.927,807,2046,9.579e-4,8161563,0.641175119580813,Wildtype,NA
22,20230722_WT_DAPI_Phal__Puro_60x_001.tiff:0040-0346-0242:42,7.168e-7,1184.551,755,1688,8.491e-4,7235235,0.5679716579681124,Wildtype,NA
23,20230722_WT_DAPI_Phal__Puro_60x_001.tiff:0034-0342-0337:36,7.218e-7,1488.254,936,2157,0.001,9152760,0.7659886788366229,Wildtype,NA
24,20230722_WT_DAPI_Phal__Puro_60x_001.tiff:0031-0333-0557:33,7.011e-7,1307.667,812,1946,9.168e-4,7812002,0.6482523304960407,Wildtype,NA
25,20230722_WT_DAPI_Phal__Puro_60x_001.tiff:0025-0322-0888:27,5.924e-7,1757.616,1056,2732,0.001,8872448,0.9418046785839257,Wildtype,NA
26,20230722_WT_DAPI_Phal__Puro_60x_001.tiff:0025-0102-1383:27,9.388e-7,1444.798,625,2241,0.001,11556938,0.7376537221230899,Wildtype,NA
27,20230722_WT_DAPI_Phal__Puro_60x_001.tiff:0037-0174-1353:39,8.63e-7,1224.03,863,1746,0.001,9000293,0.5936381583801296,Wildtype,NA
28,20230722_WT_DAPI_Phal__Puro_60x_001.tiff:0031-0164-1260:33,6.802e-7,1406.689,669,1967,9.569e-4,8153172,0.7128584590210343,Wildtype,NA
1,20230722_WT_DAPI_Phal__Puro_60x_002.tiff:0025-1224-0804:27,1.038e-6,1697.987,989,2549,0.002,15022093,0.9031475473939509,Wildtype,NA
2,20230722_WT_DAPI_Phal__Puro_60x_002.tiff:0034-1606-1000:36,8.806e-7,1169.535,824,1613,0.001,8775024,0.5580982503430112,Wildtype,NA
3,20230722_WT_DAPI_Phal__Puro_60x_002.tiff:0034-1686-1057:36,8.404e-7,1050.503,643,1711,8.829e-4,7522655,0.4805083815436525,Wildtype,NA
4,20230722_WT_DAPI_Phal__Puro_60x_002.tiff:0028-1539-1272:30,9.598e-7,1101.303,701,1975,0.001,9006454,0.513609786759879,Wildtype,NA
5,20230722_WT_DAPI_Phal__Puro_60x_002.tiff:0034-1629-1406:36,8.597e-7,755.895,498,1317,6.498e-4,5536929,0.28830354979005557,Wildtype,NA
6,20230722_WT_DAPI_Phal__Puro_60x_002.tiff:0046-1284-1221:48,9.656e-7,1020.954,724,1457,9.859e-4,8400406,0.461247321674186,Wildtype,NA
7,20230722_WT_DAPI_Phal__Puro_60x_002.tiff:0022-0994-0896:24,8.681e-7,1853.833,1146,2721,0.002,13712801,1.0045179764977479,Wildtype,NA
8,20230722_WT_DAPI_Phal__Puro_60x_002.tiff:0022-1010-1104:24,8.848e-7,1810.829,1116,2693,0.002,13651841,0.9764198134909781,Wildtype,NA
9,20230722_WT_DAPI_Phal__Puro_60x_002.tiff:0025-1398-1298:27,9.703e-7,1647.522,910,2518,0.002,13621709,0.8699622830450832,Wildtype,NA
10,20230722_WT_DAPI_Phal__Puro_60x_002.tiff:0022-1181-1304:24,1.181e-6,1883.782,1268,2958,0.002,18954613,1.0239082314420536,Wildtype,NA
11,20230722_WT_DAPI_Phal__Puro_60x_002.tiff:0022-1134-1548:24,6.367e-7,1743.832,1002,3240,0.001,9460286,0.932709149852792,Wildtype,NA
12,20230722_WT_DAPI_Phal__Puro_60x_002.tiff:0022-0947-1665:24,7.202e-7,1713.464,1051,2669,0.001,10515530,0.9129995883238626,Wildtype,NA
13,20230722_WT_DAPI_Phal__Puro_60x_002.tiff:0022-0870-1422:24,8.404e-7,1727.675,1002,2569,0.001,12371881,0.9222297772637073,Wildtype,NA
14,20230722_WT_DAPI_Phal__Puro_60x_002.tiff:0019-0731-1139:21,9.47e-7,1893.452,779,2669,0.002,15278265,1.0303158375693777,Wildtype,NA
15,20230722_WT_DAPI_Phal__Puro_60x_002.tiff:0028-0716-1048:30,7.652e-7,1404.909,954,2041,0.001,9160009,0.7116569576119169,Wildtype,NA
16,20230722_WT_DAPI_Phal__Puro_60x_002.tiff:0037-0563-0749:39,9.313e-7,1175.286,770,1788,0.001,9325896,0.5618511316763126,Wildtype,NA
17,20230722_WT_DAPI_Phal__Puro_60x_002.tiff:0028-0459-0914:30,6.313e-7,1380.927,986,1946,8.718e-4,7428005,0.6959992941365118,Wildtype,NA
18,20230722_WT_DAPI_Phal__Puro_60x_002.tiff:0031-0482-1091:33,1.068e-6,1204.816,826,1755,0.001,10962624,0.5810492316316225,Wildtype,NA
19,20230722_WT_DAPI_Phal__Puro_60x_002.tiff:0019-0544-1238:21,6.96e-7,1801.556,1029,3197,0.001,10683229,0.970308671511094,Wildtype,NA
20,20230722_WT_DAPI_Phal__Puro_60x_002.tiff:0025-0420-1305:27,7.7e-7,1610.458,991,2382,0.001,10566213,0.84574838127201,Wildtype,NA
21,20230722_WT_DAPI_Phal__Puro_60x_002.tiff:0034-0307-1053:36,1.056e-6,1233.824,772,1746,0.001,11098248,0.5998104765954263,Wildtype,NA
22,20230722_WT_DAPI_Phal__Puro_60x_002.tiff:0025-0336-0936:27,7.975e-7,1615.03,894,2326,0.001,10974129,0.8486810320281539,Wildtype,NA
23,20230722_WT_DAPI_Phal__Puro_60x_002.tiff:0022-0330-0535:24,9.718e-7,1785.874,881,3073,0.002,14787037,0.9601014784302568,Wildtype,NA
24,20230722_WT_DAPI_Phal__Puro_60x_002.tiff:0019-0413-0626:21,8.297e-7,2490.104,1790,3293,0.002,17605034,1.419604702893664,Wildtype,NA
25,20230722_WT_DAPI_Phal__Puro_60x_002.tiff:0028-0225-0975:30,8.074e-7,1290.415,658,1792,0.001,8878058,0.6370271816727443,Wildtype,NA
26,20230722_WT_DAPI_Phal__Puro_60x_002.tiff:0040-0261-0602:42,9.95e-7,1128.916,744,1666,0.001,9570947,0.5316276280758206,Wildtype,NA
27,20230722_WT_DAPI_Phal__Puro_60x_002.tiff:0046-0139-0551:48,7.083e-7,1407.08,747,2701,9.966e-4,8491730,0.7130464338440066,Wildtype,NA
1,20230722_WT_DAPI_Phal__Puro_60x_003.tiff:0035-1193-0933:36,1.198e-6,1829.166,1066,3490,0.002,18672125,0.9884221774590187,Wildtype,NA
2,20230722_WT_DAPI_Phal__Puro_60x_003.tiff:0038-1217-1078:39,1.116e-6,1503.579,990,2391,0.002,14300539,0.7762190299424573,Wildtype,NA
3,20230722_WT_DAPI_Phal__Puro_60x_003.tiff:0047-1506-1153:48,1.144e-6,1285.699,811,2815,0.001,12527855,0.6335869994513751,Wildtype,NA
4,20230722_WT_DAPI_Phal__Puro_60x_003.tiff:0056-1378-1068:57,1.442e-6,1283.651,848,2206,0.002,15774792,0.6327143477891086,Wildtype,NA
5,20230722_WT_DAPI_Phal__Puro_60x_003.tiff:0029-1289-1123:30,9.402e-7,1919.834,1070,3039,0.002,15379790,1.0475147430084615,Wildtype,NA
6,20230722_WT_DAPI_Phal__Puro_60x_003.tiff:0026-1417-1241:27,9.437e-7,2103.371,1136,3183,0.002,16913210,1.1672614539312856,Wildtype,NA
7,20230722_WT_DAPI_Phal__Puro_60x_003.tiff:0029-1705-1595:30,7.763e-7,1557.783,971,2570,0.001,10304737,0.8114384069519112,Wildtype,NA
8,20230722_WT_DAPI_Phal__Puro_60x_003.tiff:0044-1810-1487:45,9.965e-7,1113.375,765,1676,0.001,9453665,0.5215093791725665,Wildtype,NA
9,20230722_WT_DAPI_Phal__Puro_60x_003.tiff:0032-1434-1865:33,1.006e-6,1040.395,563,1779,0.001,8921384,0.47414650787883716,Wildtype,NA
10,20230722_WT_DAPI_Phal__Puro_60x_003.tiff:0029-1169-1729:30,1.148e-6,1472.872,871,2252,0.002,14404692,0.7558205772206141,Wildtype,NA
11,20230722_WT_DAPI_Phal__Puro_60x_003.tiff:0032-1032-1500:33,1.095e-6,1554.659,981,2446,0.002,14501859,0.8091064777136339,Wildtype,NA
12,20230722_WT_DAPI_Phal__Puro_60x_003.tiff:0029-1030-1026:30,7.936e-7,2081.584,1098,3003,0.002,14075673,1.1530418522310593,Wildtype,NA
13,20230722_WT_DAPI_Phal__Puro_60x_003.tiff:0017-0909-0690:18,8.525e-7,3972.977,2655,5282,0.003,28859707,2.386811314018581,Wildtype,NA
14,20230722_WT_DAPI_Phal__Puro_60x_003.tiff:0038-0900-0751:39,6.755e-7,1789.679,1215,2618,0.001,10301390,0.962695880508162,Wildtype,NA
15,20230722_WT_DAPI_Phal__Puro_60x_003.tiff:0044-0743-0929:45,1.144e-6,1384.158,788,2319,0.002,13488623,0.6978786476659757,Wildtype,NA
16,20230722_WT_DAPI_Phal__Puro_60x_003.tiff:0041-0674-0824:42,6.658e-7,1413.557,957,2188,9.411e-4,8019108,0.7172898206920831,Wildtype,NA
17,20230722_WT_DAPI_Phal__Puro_60x_003.tiff:0026-0666-0888:27,8.664e-7,2137.629,1313,3216,0.002,15779975,1.189541117148183,Wildtype,NA
18,20230722_WT_DAPI_Phal__Puro_60x_003.tiff:0029-0718-1047:30,1.116e-6,2111.917,1157,3143,0.002,20077995,1.1725285513815238,Wildtype,NA
19,20230722_WT_DAPI_Phal__Puro_60x_003.tiff:0029-0581-1093:30,7.968e-7,1893.302,901,2828,0.002,12853626,1.0301801215176145,Wildtype,NA
20,20230722_WT_DAPI_Phal__Puro_60x_003.tiff:0029-0588-1363:30,9.531e-7,1712.666,987,2573,0.002,13908558,0.9123964444583876,Wildtype,NA
21,20230722_WT_DAPI_Phal__Puro_60x_003.tiff:0053-0632-0480:54,1.003e-6,1370.582,881,2151,0.001,11717104,0.6895576041960253,Wildtype,NA
22,20230722_WT_DAPI_Phal__Puro_60x_003.tiff:0041-0375-0545:42,7.356e-7,1869.472,1162,2983,0.001,11717850,1.0147233516395775,Wildtype,NA
23,20230722_WT_DAPI_Phal__Puro_60x_003.tiff:0041-0416-0850:42,7.374e-7,1671.124,904,2859,0.001,10499671,0.8852817268095731,Wildtype,NA
24,20230722_WT_DAPI_Phal__Puro_60x_003.tiff:0041-0398-0932:42,8.15e-7,1614.245,1018,2615,0.001,11209316,0.8481527124345098,Wildtype,NA
25,20230722_WT_DAPI_Phal__Puro_60x_003.tiff:0041-0425-1190:42,7.961e-7,1492.428,1033,2148,0.001,10123142,0.7687026420927237,Wildtype,NA
26,20230722_WT_DAPI_Phal__Puro_60x_003.tiff:0038-0328-1153:39,1.227e-6,1605.776,1033,2448,0.002,16788387,0.8426948705703375,Wildtype,NA
27,20230722_WT_DAPI_Phal__Puro_60x_003.tiff:0032-0239-1214:33,6.274e-7,1964.647,832,2766,0.001,10503003,1.0767980077917643,Wildtype,NA
28,20230722_WT_DAPI_Phal__Puro_60x_003.tiff:0047-0092-1279:48,5.428e-7,1034.338,652,1469,5.614e-4,4783814,0.4699392870046145,Wildtype,NA
1,20230722_WT_DAPI_Phal__Puro_60x_004.tiff:0011-1944-1084:12,8.557e-7,1157.043,512,1916,9.901e-4,8435997,0.5499658606981856,Wildtype,NA
2,20230722_WT_DAPI_Phal__Puro_60x_004.tiff:0014-1870-1142:15,8.38e-7,1167.609,640,2356,9.784e-4,8336731,0.5568383694606459,Wildtype,NA
3,20230722_WT_DAPI_Phal__Puro_60x_004.tiff:0017-1552-0669:18,8.031e-7,1307.785,806,1992,0.001,8949173,0.6483130210607151,Wildtype,NA
4,20230722_WT_DAPI_Phal__Puro_60x_004.tiff:0029-1585-1210:30,1.074e-6,1004.338,614,1671,0.001,9189697,0.45028800466898816,Wildtype,NA
5,20230722_WT_DAPI_Phal__Puro_60x_004.tiff:0020-1334-1208:21,1.209e-6,1253.293,770,1908,0.002,12906407,0.6124853568474087,Wildtype,NA
6,20230722_WT_DAPI_Phal__Puro_60x_004.tiff:0029-1239-0975:30,1.051e-6,891.651,647,1373,9.371e-4,7984732,0.37685504671908737,Wildtype,NA
7,20230722_WT_DAPI_Phal__Puro_60x_004.tiff:0020-1151-1122:21,1.159e-6,1033.1,584,1602,0.001,10205998,0.4693765267278856,Wildtype,NA
8,20230722_WT_DAPI_Phal__Puro_60x_004.tiff:0017-1176-0735:18,8.263e-7,1135.696,654,2248,9.385e-4,7996433,0.5360948475128124,Wildtype,NA
9,20230722_WT_DAPI_Phal__Puro_60x_004.tiff:0035-1260-0682:36,8.712e-7,840.594,601,1416,7.323e-4,6239731,0.34355102050028685,Wildtype,NA
10,20230722_WT_DAPI_Phal__Puro_60x_004.tiff:0032-1192-0303:33,8.97e-7,676.016,460,1112,6.064e-4,5166791,0.23621253810693685,Wildtype,NA
11,20230722_WT_DAPI_Phal__Puro_60x_004.tiff:0035-0992-1226:36,8.556e-7,791.638,497,1315,6.773e-4,5771041,0.3116128558831386,Wildtype,NA
12,20230722_WT_DAPI_Phal__Puro_60x_004.tiff:0038-0683-1296:39,8.685e-7,799.622,506,1344,6.944e-4,5917202,0.3168265860217763,Wildtype,NA
13,20230722_WT_DAPI_Phal__Puro_60x_004.tiff:0029-0689-0914:30,8.975e-7,828.788,554,1209,7.438e-4,6337741,0.33584398844286695,Wildtype,NA
14,20230722_WT_DAPI_Phal__Puro_60x_004.tiff:0029-0673-1117:30,7.871e-7,912.744,632,1405,7.185e-4,6121773,0.39066209264181956,Wildtype,NA
15,20230722_WT_DAPI_Phal__Puro_60x_004.tiff:0035-0617-1164:36,7.837e-7,806.185,541,1219,6.318e-4,5383706,0.3211497030654953,Wildtype,NA
16,20230722_WT_DAPI_Phal__Puro_60x_004.tiff:0053-0473-1078:54,8.604e-7,637.913,443,981,5.488e-4,4676541,0.21135051889098835,Wildtype,NA
17,20230722_WT_DAPI_Phal__Puro_60x_004.tiff:0041-0477-0794:42,8.34e-7,769.057,532,1348,6.414e-4,5464919,0.2968870087160012,Wildtype,NA
18,20230722_WT_DAPI_Phal__Puro_60x_004.tiff:0020-0579-0960:21,7.38e-7,1041.128,655,1641,7.683e-4,6546610,0.4743432725298012,Wildtype,NA
19,20230722_WT_DAPI_Phal__Puro_60x_004.tiff:0020-0895-0540:21,7.998e-7,1017.605,684,1471,8.139e-4,6934977,0.459043679975096,Wildtype,NA
20,20230722_WT_DAPI_Phal__Puro_60x_004.tiff:0014-0647-0549:15,8.719e-7,1254.524,718,1976,0.001,9319860,0.6135466915022934,Wildtype,NA
21,20230722_WT_DAPI_Phal__Puro_60x_004.tiff:0017-0559-0428:18,7.109e-7,1114.989,730,1705,7.926e-4,6753490,0.5225081319813206,Wildtype,NA
22,20230722_WT_DAPI_Phal__Puro_60x_004.tiff:0026-0427-0590:27,8.644e-7,1071.021,686,1823,9.258e-4,7888069,0.4938443361198612,Wildtype,NA
23,20230722_WT_DAPI_Phal__Puro_60x_004.tiff:0026-0404-0389:27,6.538e-7,858.977,530,1420,5.616e-4,4785362,0.35557595611888276,Wildtype,NA
24,20230722_WT_DAPI_Phal__Puro_60x_004.tiff:0044-0230-0467:45,1.022e-6,710.938,502,1037,7.267e-4,6192268,0.25909357013007556,Wildtype,NA
25,20230722_WT_DAPI_Phal__Puro_60x_004.tiff:0053-0323-0409:54,6.874e-7,686.237,471,1046,4.717e-4,4019288,0.24287329150368878,Wildtype,NA
26,20230722_WT_DAPI_Phal__Puro_60x_004.tiff:0056-0359-1166:57,8.952e-7,661.423,451,1218,5.921e-4,5045335,0.22671286695151835,Wildtype,NA
27,20230722_WT_DAPI_Phal__Puro_60x_004.tiff:0038-0265-1096:39,8.918e-7,797.564,567,1229,7.113e-4,6060692,0.3155170056044651,Wildtype,NA
28,20230722_WT_DAPI_Phal__Puro_60x_004.tiff:0041-0262-1399:42,8.104e-7,779.27,539,1180,6.315e-4,5380861,0.3035546735430666,Wildtype,NA
29,20230722_WT_DAPI_Phal__Puro_60x_004.tiff:0029-0077-1063:30,7.749e-7,914.017,624,1401,7.083e-4,6035252,0.39148858541745246,Wildtype,NA
1,20230722_WT_DAPI_Phal__Puro_60x_005.tiff:0028-1906-0575:30,6.515e-7,727.376,485,1168,4.739e-4,4037662,0.2696973169691255,Wildtype,NA
2,20230722_WT_DAPI_Phal__Puro_60x_005.tiff:0037-1663-0880:39,9.37e-7,1160.301,702,2092,0.001,9263840,0.5521177988003969,Wildtype,NA
3,20230722_WT_DAPI_Phal__Puro_60x_005.tiff:0019-1625-0584:21,6.552e-7,1341.753,892,1932,8.792e-4,7491007,0.6705038022796165,Wildtype,NA
4,20230722_WT_DAPI_Phal__Puro_60x_005.tiff:0019-1521-0473:21,1.047e-6,1088.649,709,1632,0.001,9711839,0.5053570028915396,Wildtype,NA
5,20230722_WT_DAPI_Phal__Puro_60x_005.tiff:0019-1582-0955:21,1.074e-6,1933.615,1158,2873,0.002,17688713,1.0560840304681767,Wildtype,NA
6,20230722_WT_DAPI_Phal__Puro_60x_005.tiff:0010-1534-0811:12,5.786e-7,2005.238,1272,3025,0.001,9885823,1.1032273635444194,Wildtype,NA
7,20230722_WT_DAPI_Phal__Puro_60x_005.tiff:0053-1766-1014:54,1.247e-6,1062.673,694,1477,0.001,11293024,0.4885368604265016,Wildtype,NA
8,20230722_WT_DAPI_Phal__Puro_60x_005.tiff:0041-1342-0787:42,9.178e-7,1096.658,772,1627,0.001,8575864,0.5105673916390677,Wildtype,NA
9,20230722_WT_DAPI_Phal__Puro_60x_005.tiff:0044-1190-0672:45,1.219e-6,1034.747,678,1606,0.001,10746882,0.4701635387495311,Wildtype,NA
10,20230722_WT_DAPI_Phal__Puro_60x_005.tiff:0035-1056-0989:36,7.164e-7,1056.201,719,1595,7.566e-4,6447052,0.4841795490760185,Wildtype,NA
11,20230722_WT_DAPI_Phal__Puro_60x_005.tiff:0041-1085-1061:42,6.603e-7,1013.997,723,1521,6.695e-4,5704745,0.4566504010025362,Wildtype,NA
12,20230722_WT_DAPI_Phal__Puro_60x_005.tiff:0041-0952-1093:42,9.432e-7,1034.455,704,1582,9.757e-4,8313914,0.47004382917652393,Wildtype,NA
13,20230722_WT_DAPI_Phal__Puro_60x_005.tiff:0035-0911-1192:36,9.314e-7,1109.633,724,1746,0.001,8806045,0.5190415999051817,Wildtype,NA
14,20230722_WT_DAPI_Phal__Puro_60x_005.tiff:0023-0955-0792:24,8.401e-7,1261.85,820,1948,0.001,9032324,0.6183196211667049,Wildtype,NA
15,20230722_WT_DAPI_Phal__Puro_60x_005.tiff:0017-1049-0668:18,8.342e-7,1603.077,1161,2358,0.001,11394674,0.8409292549882896,Wildtype,NA
16,20230722_WT_DAPI_Phal__Puro_60x_005.tiff:0020-1160-0583:21,8.64e-7,1398.421,942,2241,0.001,10295173,0.7074443334452549,Wildtype,NA
17,20230722_WT_DAPI_Phal__Puro_60x_005.tiff:0011-1040-0478:12,9.613e-7,1757.265,1031,2866,0.002,14393759,0.9415060572361007,Wildtype,NA
18,20230722_WT_DAPI_Phal__Puro_60x_005.tiff:0014-0797-0226:15,7.833e-7,1264.193,829,1931,9.902e-4,8437222,0.6198425147692477,Wildtype,NA
19,20230722_WT_DAPI_Phal__Puro_60x_005.tiff:0023-0883-0261:24,7.585e-7,977.076,643,1789,7.411e-4,6314843,0.43259820756082656,Wildtype,NA
20,20230722_WT_DAPI_Phal__Puro_60x_005.tiff:0023-0569-0683:24,7.118e-7,1082.627,678,1603,7.706e-4,6566130,0.5014383274300479,Wildtype,NA
21,20230722_WT_DAPI_Phal__Puro_60x_005.tiff:0035-0690-1176:36,1.222e-6,1148.647,772,1937,0.001,11960858,0.5445569625591057,Wildtype,NA
22,20230722_WT_DAPI_Phal__Puro_60x_005.tiff:0038-0809-1163:39,9.164e-7,1138.521,700,1702,0.001,8889575,0.5378665380394616,Wildtype,NA
23,20230722_WT_DAPI_Phal__Puro_60x_005.tiff:0041-0500-1188:42,7.823e-7,927.894,655,1319,7.259e-4,6185343,0.4005360488266741,Wildtype,NA
24,20230722_WT_DAPI_Phal__Puro_60x_005.tiff:0035-0365-1108:36,8.652e-7,919.609,622,1516,7.956e-4,6779358,0.39509955082618725,Wildtype,NA
25,20230722_WT_DAPI_Phal__Puro_60x_005.tiff:0038-0382-0633:39,9.939e-7,812.406,551,1414,8.075e-4,6880267,0.32519886550253546,Wildtype,NA
26,20230722_WT_DAPI_Phal__Puro_60x_005.tiff:0041-0218-0752:42,8.558e-7,830.08,517,1308,7.104e-4,6052947,0.3367092239058845,Wildtype,NA
27,20230722_WT_DAPI_Phal__Puro_60x_005.tiff:0035-0226-0540:36,8.435e-7,844.911,591,1290,7.127e-4,6072374,0.34636779330711975,Wildtype,NA
28,20230722_WT_DAPI_Phal__Puro_60x_005.tiff:0029-0140-1307:30,7.715e-7,995.651,720,1383,7.682e-4,6545407,0.4447368729896664,Wildtype,NA
29,20230722_WT_DAPI_Phal__Puro_60x_005.tiff:0029-0069-1228:30,8.133e-7,973.444,544,1344,7.917e-4,6745968,0.4302348001813547,Wildtype,NA
30,20230722_WT_DAPI_Phal__Puro_60x_005.tiff:0020-0503-0260:21,7.05e-7,1065.561,695,1543,7.512e-4,6400822,0.49029958234528875,Wildtype,NA
31,20230722_WT_DAPI_Phal__Puro_60x_005.tiff:0020-0466-0550:21,7.254e-7,1341.862,832,1864,9.734e-4,8294050,0.6705497200419728,Wildtype,NA
1,20230722_WT_DAPI_Phal__Puro_60x_006.tiff:0023-1600-1442:24,1.678e-6,1117.493,711,1802,0.002,15982385,0.5244026411706668,Wildtype,NA
2,20230722_WT_DAPI_Phal__Puro_60x_006.tiff:0026-1644-1551:27,8.657e-7,1198.057,625,2272,0.001,8836870,0.5766968003425682,Wildtype,NA
3,20230722_WT_DAPI_Phal__Puro_60x_006.tiff:0035-1834-1512:36,7.789e-7,806.822,509,1469,6.285e-4,5354878,0.32155719436110536,Wildtype,NA
4,20230722_WT_DAPI_Phal__Puro_60x_006.tiff:0041-1810-1199:42,1.128e-6,878.856,568,1810,9.915e-4,8448439,0.3686240494721607,Wildtype,NA
5,20230722_WT_DAPI_Phal__Puro_60x_006.tiff:0023-1517-1009:24,9.994e-7,1098.849,640,1908,0.001,9357794,0.5120583793672066,Wildtype,NA
6,20230722_WT_DAPI_Phal__Puro_60x_006.tiff:0020-1338-1296:21,1.137e-6,1195.112,747,1995,0.001,11581829,0.5750532948056134,Wildtype,NA
7,20230722_WT_DAPI_Phal__Puro_60x_006.tiff:0020-1167-1682:21,7.198e-7,1111.348,767,1612,7.999e-4,6815899,0.5201534475636526,Wildtype,NA
