len_i,len_u,jaccard,n,gene_id,gene_name,exon_lengths,pct_overlap
10,165,0.06451612903225806,1,FBgn0032901,sky,6439,0.15530361857431277
0,25,0,0,FBgn0033010,Atf6,4085,0
19,190,0.1111111111111111,4,FBgn0033033,scaf,3462,0.5488157134604276
0,10,0,0,FBgn0033244,CG8726,3470,0
3,60,0.05263157894736842,1,FBgn0033497,CG12912,6466,0.0463965357253325
0,70,0,0,FBgn0033504,CAP,18042,0
17,150,0.12781954887218044,5,FBgn0033529,CG17765,989,1.7189079878665317
15,130,0.13043478260869565,4,FBgn0033919,CG8547,2835,0.5291005291005291
19,120,0.18811881188118812,4,FBgn0034091,mrj,3286,0.5782105903834449
9,95,0.10465116279069768,2,FBgn0034204,CG10953,1489,0.6044325050369375
0,90,0,0,FBgn0034223,Tes,3102,0
2,45,0.04651162790697674,2,FBgn0034258,eIF3c,3321,0.06022282445046673
32,490,0.06986899563318777,11,FBgn0034282,Mapmodulin,2520,1.2698412698412698
23,95,0.3194444444444444,8,FBgn0034398,CG15098,953,2.413431269674711
3,85,0.03658536585365853,1,FBgn0034551,CG15225,814,0.36855036855036855
0,25,0,0,FBgn0034583,CG10527,1160,0
0,35,0,0,FBgn0034657,LBR,2915,0
11,405,0.02791878172588832,3,FBgn0034802,CNBP,2509,0.438421681944998
8,35,0.2962962962962963,2,FBgn0034885,Eglp4,1804,0.4434589800443459
0,35,0,0,FBgn0034903,sona,5550,0
7,145,0.05072463768115942,3,FBgn0035020,CG13585,1043,0.6711409395973155
0,185,0,0,FBgn0035142,Hipk,11604,0
66,620,0.11913357400722022,16,FBgn0035397,CG11486,5969,1.1057128497235718
74,295,0.334841628959276,16,FBgn0035398,Cht7,3953,1.871995952441184
33,155,0.27049180327868855,6,FBgn0035423,eIF1,681,4.845814977973569
0,330,0,0,FBgn0035424,Larp4B,10013,0
31,150,0.2605042016806723,6,FBgn0035499,Chd64,1459,2.1247429746401645
0,35,0,0,FBgn0035545,CG12607,1001,0
20,230,0.09523809523809525,5,FBgn0035601,Uev1A,1706,1.172332942555686
10,90,0.125,2,FBgn0035622,TM9SF3,2653,0.3769317753486619
0,20,0,0,FBgn0035710,SP1173,3725,0
0,190,0,0,FBgn0035720,CG10077,5541,0
17,285,0.06343283582089553,3,FBgn0035772,Sh3beta,3187,0.5334170065892689
0,75,0,0,FBgn0035844,CG13676,3575,0
3,55,0.05769230769230769,2,FBgn0035871,BI-1,1247,0.24057738572574175
5,35,0.16666666666666666,1,FBgn0035906,GstO2,1743,0.2868617326448652
0,140,0,0,FBgn0035909,ergic53,2463,0
0,110,0,0,FBgn0035917,Zasp66,2812,0
0,160,0,0,FBgn0035936,Tsp66E,2330,0
28,545,0.05415860735009671,7,FBgn0036030,CG6767,2361,1.185938161795849
53,400,0.15273775216138327,13,FBgn0036111,Aps,3115,1.7014446227929372
42,1135,0.0384263494967978,9,FBgn0036165,chrb,5960,0.7046979865771812
0,25,0,0,FBgn0036316,CG10960,3389,0
0,150,0,0,FBgn0036318,Wbp2,2007,0
0,65,0,0,FBgn0036398,upSET,12737,0
20,95,0.26666666666666666,3,FBgn0036467,CG12310,544,3.6764705882352944
0,425,0,0,FBgn0036534,DCP2,5971,0
14,245,0.06060606060606061,5,FBgn0036538,CG15715,969,1.4447884416924663
0,45,0,0,FBgn0036606,CG13060,539,0
0,245,0,0,FBgn0036621,roq,6179,0
4,235,0.01731601731601731,1,FBgn0036661,CG9705,1570,0.25477707006369427
0,10,0,0,FBgn0036663,CG9674,8414,0
4,180,0.02272727272727272,2,FBgn0036735,Edc3,4062,0.09847365829640572
5,90,0.0588235294117647,1,FBgn0036816,Indy,3073,0.16270745200130166
0,400,0,0,FBgn0036985,zye,7031,0
5,240,0.02127659574468085,1,FBgn0037138,P5CDh1,3026,0.16523463317911435
23,80,0.40350877192982454,4,FBgn0037227,TwdlV,1067,2.1555763823805063
23,245,0.1036036036036036,4,FBgn0037374,jagn,1649,1.394784718010916
0,20,0,0,FBgn0037427,Osi17,4068,0
0,235,0,0,FBgn0037534,ELOVL,1974,0
16,65,0.32653061224489793,3,FBgn0037537,CG2767,1309,1.2223071046600458
0,140,0,0,FBgn0037607,CG8036,2748,0
0,135,0,0,FBgn0037643,ScsbetaA,2282,0
60,550,0.12244897959183672,14,FBgn0037697,GstZ2,2325,2.5806451612903225
0,305,0,0,FBgn0037705,mura,7274,0
15,165,0.1,3,FBgn0037728,p23,1120,1.3392857142857142
0,285,0,0,FBgn0037796,CG12814,2507,0
22,225,0.1083743842364532,4,FBgn0037874,Tctp,1652,1.331719128329298
0,85,0,0,FBgn0037912,sea,1949,0
0,25,0,0,FBgn0037913,fabp,2302,0
0,30,0,0,FBgn0038126,CG8483,1869,0
25,280,0.09803921568627452,3,FBgn0038294,Mf,5296,0.47205438066465255
14,60,0.30434782608695654,3,FBgn0038421,CG17931,1515,0.924092409240924
9,285,0.03260869565217391,3,FBgn0038492,Mur89F,7334,0.12271611671666212
0,15,0,0,FBgn0038646,CG7715,823,0
2,25,0.08695652173913043,1,FBgn0038787,CG4360,3569,0.05603810591202018
1100,4365,0.33690658499234305,244,FBgn0038826,Syp,11225,9.79955456570156
0,90,0,0,FBgn0038922,Idh3b,2059,0
37,310,0.13553113553113552,12,FBgn0038947,Sar1,1815,2.0385674931129474
0,90,0,0,FBgn0038984,AdipoR,2899,0
0,25,0,0,FBgn0039113,udt,2262,0
83,475,0.21173469387755103,19,FBgn0039358,CG5028,2376,3.4932659932659935
4,95,0.04395604395604396,2,FBgn0039359,RpL27,987,0.4052684903748734
8,615,0.01317957166392092,2,FBgn0039431,plum,7490,0.1068090787716956
4,120,0.03448275862068965,2,FBgn0039532,Mtl,2427,0.16481252575195715
0,45,0,0,FBgn0039690,Gnpnat,1564,0
8,65,0.14035087719298245,4,FBgn0039737,CG7920,1910,0.418848167539267
21,65,0.4772727272727273,7,FBgn0039777,Jon99Fii,913,2.3001095290251916
0,25,0,0,FBgn0039800,Npc2g,659,0
0,95,0,0,FBgn0039844,CG1607,3183,0
63,520,0.13785557986870897,12,FBgn0039858,CycG,6143,1.025557545173368
0,45,0,0,FBgn0039890,ABCD,3336,0
5,50,0.1111111111111111,1,FBgn0039915,Gat,2895,0.17271157167530224
0,25,0,0,FBgn0039920,CG11360,7276,0
0,75,0,0,FBgn0039959,CG17514,8403,0
0,135,0,0,FBgn0040324,Ephrin,5312,0
7,20,0.5384615384615384,3,FBgn0040660,CG13551,637,1.098901098901099
10,45,0.2857142857142857,2,FBgn0040985,CG6115,743,1.3458950201884252
25,690,0.03759398496240601,4,FBgn0041094,scyl,3124,0.8002560819462228
9,460,0.01995565410199556,4,FBgn0041188,Atx2,5915,0.1521555367709214
0,45,0,0,FBgn0041342,Pcyt1,3257,0
14,365,0.03988603988603988,4,FBgn0042134,Capr,4080,0.3431372549019608
8,40,0.25,2,FBgn0042138,CG18815,1801,0.4441976679622433
0,40,0,0,FBgn0043010,Fsn,1396,0
0,70,0,0,FBgn0043456,Ndf,3150,0
5,585,0.00862068965517241,1,FBgn0043884,mask,14639,0.03415533847940433
24,520,0.04838709677419355,5,FBgn0045823,vsg,2273,1.0558732952045755
5,65,0.08333333333333333,3,FBgn0046214,vig2,1773,0.2820078962210942
0,20,0,0,FBgn0046706,Haspin,1815,0
5,435,0.01162790697674418,4,FBgn0050011,gem,6251,0.07998720204767237
10,80,0.14285714285714285,3,FBgn0050122,CG30122,4623,0.2163097555699762
5,50,0.1111111111111111,1,FBgn0051092,LpR2,5510,0.09074410163339384
5,45,0.125,1,FBgn0051122,CG31122,3563,0.140331181588549
0,155,0,0,FBgn0051176,CG31176,2511,0
0,165,0,0,FBgn0051363,Jupiter,2522,0
0,290,0,0,FBgn0051451,lncRNA:CR31451,1563,0
23,470,0.05145413870246085,5,FBgn0051522,CG31522,3468,0.6632064590542099
0,350,0,0,FBgn0051660,smog,6121,0
0,20,0,0,FBgn0052000,anne,6511,0
0,90,0,0,FBgn0052016,4E-T,3691,0
3,420,0.00719424460431654,1,FBgn0052062,Rbfox1,8305,0.03612281757977122
8,20,0.6666666666666666,2,FBgn0052198,CG32198,470,1.702127659574468
0,50,0,0,FBgn0052214,CG32214,756,0
5,25,0.25,1,FBgn0052280,CG32280,1593,0.31387319522912743
7,60,0.1320754716981132,2,FBgn0052296,Mrtf,8562,0.0817565989254847
8,85,0.1038961038961039,3,FBgn0052302,CG32302,1079,0.7414272474513438
4,170,0.02409638554216867,2,FBgn0052369,CG32369,5696,0.0702247191011236
11,295,0.03873239436619718,3,FBgn0052521,CG32521,4555,0.2414928649835346
12,150,0.08695652173913043,2,FBgn0052672,Atg8a,1695,0.7079646017699115
54,260,0.2621359223300971,9,FBgn0052694,CG32694,5996,0.9006004002668445
0,95,0,0,FBgn0052767,CG32767,11634,0
62,225,0.3803680981595092,13,FBgn0052773,lncRNA:CR32773,1868,3.3190578158458246
16,405,0.04113110539845758,4,FBgn0053113,Rtnl1,4841,0.3305102251600909
20,330,0.06451612903225806,7,FBgn0053129,CG33129,3508,0.5701254275940707
10,880,0.01149425287356321,1,FBgn0053196,dpy,71820,0.01392369813422445
16,55,0.41025641025641024,5,FBgn0053267,CG33267,742,2.15633423180593
0,190,0,0,FBgn0053978,CG33978,14137,0
21,145,0.1693548387096774,4,FBgn0053995,CG33995,2691,0.7803790412486065
37,95,0.6379310344827587,7,FBgn0058469,lncRNA:CR40469,214,17.289719626168225
14,55,0.34146341463414637,3,FBgn0061492,loj,1179,1.1874469889737065
0,110,0,0,FBgn0061515,endos,1665,0
5,660,0.00763358778625954,1,FBgn0062978,CG31808,1929,0.2592016588906169
0,70,0,0,FBgn0063127,lncRNA:CR33938,505,0
0,100,0,0,FBgn0063485,Lasp,4413,0
5,35,0.16666666666666666,1,FBgn0065104,snmRNA:158,157,3.1847133757961785
52,130,0.6666666666666666,9,FBgn0066084,RpL41,320,16.25
8,290,0.02836879432624113,2,FBgn0082598,akirin,2633,0.3038359285985568
0,55,0,0,FBgn0083962,CG34126,6094,0
13,125,0.11607142857142858,2,FBgn0085195,CG34166,613,2.1207177814029365
10,70,0.16666666666666666,2,FBgn0085384,CG34355,5589,0.1789228842368939
0,70,0,0,FBgn0085432,pan,14425,0
0,115,0,0,FBgn0085436,Not1,10916,0
23,655,0.03639240506329114,4,FBgn0085446,CG34417,20162,0.11407598452534472
5,65,0.08333333333333333,1,FBgn0085450,Snoo,8413,0.05943183168905265
0,55,0,0,FBgn0085470,lmgB,3620,0
17,50,0.5151515151515151,4,FBgn0086355,Tpi,1558,1.0911424903722722
0,280,0,0,FBgn0086372,lap,6158,0
10,110,0.1,2,FBgn0086558,Ubi-p5E,2390,0.41841004184100417
0,15,0,0,FBgn0086656,shrb,1267,0
0,120,0,0,FBgn0086680,vvl,4784,0
10,275,0.03773584905660377,2,FBgn0086686,l(3)L1231,6264,0.15964240102171137
5,230,0.02222222222222222,1,FBgn0086687,Desat1,2488,0.2009646302250804
0,70,0,0,FBgn0086706,pix,2293,0
290,2160,0.15508021390374332,67,FBgn0086758,chinmo,12618,2.2983040101442387
0,125,0,0,FBgn0250753,kra,2866,0
5,140,0.03703703703703703,1,FBgn0250788,beta-Spec,7896,0.06332320162107397
0,335,0,0,FBgn0250789,alpha-Spec,8347,0
0,55,0,0,FBgn0250903,lmgA,3620,0
0,55,0,0,FBgn0250907,Cht10,7373,0
0,120,0,0,FBgn0259168,mnb,6945,0
12,410,0.03015075376884422,3,FBgn0259176,bun,12590,0.09531374106433678
0,25,0,0,FBgn0259212,cno,13220,0
0,100,0,0,FBgn0259214,PMCA,7665,0
0,35,0,0,FBgn0259216,RhoGAP102A,5512,0
0,15,0,0,FBgn0259238,CG42336,1514,0
0,35,0,0,FBgn0259734,Nost,6329,0
9,210,0.04477611940298507,1,FBgn0259740,CG42394,634,1.4195583596214512
0,290,0,0,FBgn0259789,zld,10605,0
14,60,0.30434782608695654,3,FBgn0259917,CG42446,1076,1.3011152416356877
5,490,0.01030927835051546,1,FBgn0260400,elav,10715,0.04666355576294914
0,35,0,0,FBgn0260439,Pp2A-29B,2757,0
5,130,0.04,1,FBgn0260442,rhea,11083,0.04511413877109085
0,135,0,0,FBgn0260722,lncRNA:CR42549,1968,0
0,30,0,1,FBgn0260768,CG42566,873,0
0,65,0,0,FBgn0260794,ctrip,11869,0
0,205,0,0,FBgn0260795,NaPi-III,3715,0
4,90,0.04651162790697674,1,FBgn0260799,p120ctn,2685,0.14897579143389195
0,385,0,0,FBgn0260934,par-1,12693,0
8,40,0.25,2,FBgn0260945,Atg1,4148,0.19286403085824497
0,60,0,0,FBgn0260960,Baldspot,2844,0
0,155,0,0,FBgn0261258,rgn,4346,0
4,270,0.0150375939849624,3,FBgn0261260,mgl,17674,0.02263211497114405
0,70,0,0,FBgn0261268,Cul3,5403,0
0,20,0,0,FBgn0261279,lqfR,5967,0
3,105,0.02941176470588235,1,FBgn0261285,Ppcs,4134,0.07256894049346879
102,2210,0.04838709677419355,29,FBgn0261552,ps,13660,0.746705710102489
0,145,0,0,FBgn0261617,nej,15932,0
19,700,0.02790014684287812,4,FBgn0261618,larp,9126,0.20819636204251588
0,265,0,0,FBgn0261722,fwe,3020,0
5,65,0.08333333333333333,1,FBgn0261793,Trf2,10332,0.04839334107626791
10,55,0.2222222222222222,2,FBgn0261797,Dhc64C,14597,0.06850722751250257
0,145,0,0,FBgn0261811,pico,8245,0
0,1125,0,0,FBgn0261822,Bsg,11657,0
106,945,0.1263408820023838,25,FBgn0261836,Msp300,69810,0.1518407104999284
0,485,0,0,FBgn0262511,Vha44,4023,0
18,385,0.04904632152588556,6,FBgn0262656,Myc,9170,0.19629225736095968
14,125,0.12612612612612611,2,FBgn0262716,Arp3,1983,0.7060010085728694
0,70,0,0,FBgn0262732,mbf1,1788,0
80,1000,0.08695652173913043,20,FBgn0262734,eIF4H1,4430,1.805869074492099
21,380,0.0584958217270195,5,FBgn0262736,Vha16-1,3077,0.6824829379265518
0,150,0,0,FBgn0262737,mub,12718,0
1,715,0.00140056022408963,2,FBgn0262739,AGO1,8278,0.01208021261174196
0,65,0,0,FBgn0262740,Evi5,6299,0
0,290,0,0,FBgn0262743,Fs(2)Ket,7157,0
948,4300,0.2828162291169451,216,FBgn0262972,lncRNA:cherub,8398,11.288402000476305
35,410,0.09333333333333334,5,FBgn0263006,SERCA,8264,0.42352371732817035
1,60,0.01694915254237288,1,FBgn0263020,CG43315,591,0.1692047377326565
5,695,0.0072463768115942,1,FBgn0263132,Cht6,16205,0.0308546744831842
5,25,0.25,2,FBgn0263144,bin3,5942,0.0841467519353753
47,430,0.1227154046997389,8,FBgn0263231,bel,3970,1.1838790931989924
10,1400,0.00719424460431654,2,FBgn0263352,Unr,8968,0.11150758251561106
0,520,0,0,FBgn0263391,hts,11366,0
41,970,0.04413347685683531,9,FBgn0263392,Tet,13823,0.29660710410185925
254,2035,0.14261650758001124,60,FBgn0263396,sqd,7745,3.2795351839896707
146,575,0.34032634032634035,30,FBgn0263594,lost,2691,5.425492382014121
0,160,0,0,FBgn0263598,Vha68-2,2759,0
11,310,0.03678929765886288,2,FBgn0263750,CG43675,2964,0.3711201079622132
0,25,0,0,FBgn0263929,jvl,9425,0
0,25,0,0,FBgn0263930,dally,4483,0
0,35,0,0,FBgn0263977,Tim17b,961,0
40,510,0.0851063829787234,9,FBgn0263987,spoon,5705,0.7011393514461
8,245,0.03375527426160337,2,FBgn0263993,CG43736,9085,0.08805723720418272
5,245,0.02083333333333333,1,FBgn0263995,cpo,11566,0.04323015735777278
10,165,0.06451612903225806,1,FBgn0263996,CG43739,4863,0.20563438206868187
0,280,0,0,FBgn0264006,dysc,10288,0
5,175,0.02941176470588235,2,FBgn0264078,Flo2,5053,0.09895111814763506
7,670,0.01055806938159879,2,FBgn0264270,Sxl,9192,0.07615317667536989
0,240,0,0,FBgn0264308,CG43778,6554,0
0,25,0,0,FBgn0264437,lncRNA:CR43855,747,0
4,460,0.0087719298245614,1,FBgn0264491,how,5086,0.07864726700747149
8,100,0.08695652173913043,2,FBgn0264501,lncRNA:CR43900,737,1.0854816824966078
0,100,0,0,FBgn0264605,CG43954,4413,0
0,160,0,0,FBgn0264693,ens,5703,0
21,145,0.1693548387096774,4,FBgn0264742,CG44000,2778,0.755939524838013
21,145,0.1693548387096774,4,FBgn0264743,CG44001,2778,0.755939524838013
0,15,0,0,FBgn0264832,CG44040,314,0
18,355,0.05341246290801187,6,FBgn0264855,AP-2alpha,4872,0.3694581280788177
0,120,0,0,FBgn0264895,RapGAP1,7387,0
14,230,0.06481481481481481,3,FBgn0264922,smt3,743,1.8842530282637957
5,590,0.00854700854700854,1,FBgn0264975,Nrg,9991,0.05004504053648283
24,940,0.02620087336244541,6,FBgn0265276,l(3)neo38,6563,0.365686423891513
537,1790,0.42857142857142855,113,FBgn0265297,pAbp,4303,12.479665349755985
25,190,0.15151515151515152,4,FBgn0265434,zip,7242,0.3452085059375863
71,885,0.08722358722358722,18,FBgn0265487,mbl,15094,0.4703855836756327
14,45,0.4516129032258064,4,FBgn0265574,Cdc5,3346,0.41841004184100417
11,220,0.05263157894736842,3,FBgn0265935,coro,3345,0.32884902840059793
26,575,0.04735883424408015,7,FBgn0266350,lncRNA:CR44999,2025,1.2839506172839503
27,1195,0.02311643835616438,7,FBgn0266410,CG45050,8254,0.3271141264841289
0,45,0,0,FBgn0266411,sima,7194,0
41,200,0.2578616352201258,8,FBgn0266446,CG45076,3347,1.2249775918733194
41,455,0.09903381642512075,8,FBgn0266448,CG45078,1925,2.12987012987013
41,315,0.14963503649635038,8,FBgn0266451,fau,1020,4.019607843137255
10,50,0.25,2,FBgn0266572,ebo,4181,0.2391772303276728
0,145,0,0,FBgn0266599,Hsc70-4,2716,0
120,705,0.20512820512820512,25,FBgn0266731,lncRNA:CR45204,1955,6.138107416879795
5,50,0.1111111111111111,1,FBgn0266936,lncRNA:CR45387,306,1.6339869281045754
177,1345,0.15154109589041095,42,FBgn0266937,lncRNA:CR45388,4902,3.610771113831089
3,865,0.00348027842227378,1,FBgn0267033,mamo,29476,0.01017777174650563
0,190,0,0,FBgn0267378,sau,2585,0
9,120,0.08108108108108109,3,FBgn0267385,PyK,2242,0.40142729705619984
0,20,0,0,FBgn0267487,Ptp61F,6069,0
5,90,0.0588235294117647,1,FBgn0267516,pre-rRNA:CR45856,5725,0.08733624454148471
5,50,0.1111111111111111,1,FBgn0267522,28SrRNA-Psi:CR45862,2004,0.249500998003992
0,145,0,0,FBgn0267698,Pak,5973,0
5,85,0.0625,1,FBgn0267727,Pen,2577,0.19402405898331393
0,30,0,0,FBgn0267795,Frl,6165,0
30,135,0.2857142857142857,8,FBgn0267910,lncRNA:CR34335,361,8.310249307479225
0,65,0,0,FBgn0278608,Dsp1,4860,0
0,135,0,0,FBgn0283451,br,19777,0
0,160,0,0,FBgn0283471,wupA,1978,0
128,455,0.39143730886850153,34,FBgn0283477,SF2,2576,4.968944099378882
5,700,0.00719424460431654,1,FBgn0283521,lola,25208,0.01983497302443668
30,320,0.10344827586206896,8,FBgn0283535,Vha26,2926,1.0252904989747096
0,70,0,0,FBgn0283651,CG46301,6643,0
29,605,0.05034722222222222,8,FBgn0284225,CG46309,2770,1.0469314079422385
18,250,0.07758620689655173,4,FBgn0284228,CG46312,2588,0.6955177743431221
34,135,0.33663366336633666,10,FBgn0284230,CG46314,2515,1.3518886679920477
5,435,0.01162790697674418,4,FBgn0284235,CG46319,6172,0.08101101749837979
3,230,0.013215859030837,1,FBgn0284237,CG46321,6071,0.04941525284137704
41,705,0.06174698795180722,8,FBgn0284408,trol,20284,0.20212975744429107
0,35,0,0,FBgn0284435,tyn,5304,0
700,4330,0.1928374655647383,162,FBgn0285926,Imp,13650,5.128205128205128
0,200,0,0,FBgn0285937,Rab1,1804,0
68,195,0.5354330708661418,10,FBgn0285947,RpS10b,1557,4.367373153500321
0,455,0,0,FBgn0286203,stw,6490,0
91,1330,0.07344632768361582,17,FBgn0286516,aqz,6529,1.3937815898299892
123,560,0.2814645308924485,31,FBgn0286778,CG46385,8656,1.4209796672828094
21,320,0.07023411371237458,6,FBgn0286784,TER94,3457,0.607463118310674
22,220,0.1111111111111111,6,FBgn0286813,SRPK,5540,0.3971119133574007
50,340,0.1724137931034483,13,FBgn0286818,Pdi,2328,2.147766323024055
5,490,0.01030927835051546,1,FBgn0286870,lncRNA:enrr,2994,0.16700066800267202
